Year,Series,Discrimination indicators,Geography,Gender,Age group,Immigrant status,Visible minority,Indigenous identity,Disability,LGBTQ2+,Highest level of education,Main activity,Area,Progress,GeoCode,Value
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Total,,"Immigrants, 10 years or less in Canada",,,,,,,,,11124,15.6
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Total,,"Immigrants, 10 years or less in Canada",,,,,,,,,11124,13.4
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Total,,"Immigrants, 10 years or less in Canada",,,,,,,,,11124,57.6
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Total,,"Immigrants, 10 years or less in Canada",,,,,,,,,11124,11.6
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Total,,"Immigrants, 10 years or less in Canada",,,,,,,,,11124,27.2
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Total,,"Immigrants, 10 years or less in Canada",,,,,,,,,11124,23.3
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Total,,"Immigrants, more than 10 years in Canada",,,,,,,,,11124,40.5
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Total,,"Immigrants, more than 10 years in Canada",,,,,,,,,11124,14.2
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Total,,"Immigrants, more than 10 years in Canada",,,,,,,,,11124,13.0
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Total,,"Immigrants, more than 10 years in Canada",,,,,,,,,11124,14.5
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Total,,"Immigrants, more than 10 years in Canada",,,,,,,,,11124,57.8
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Total,,"Immigrants, more than 10 years in Canada",,,,,,,,,11124,12.7
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Total,,"Immigrants, more than 10 years in Canada",,,,,,,,,11124,21.5
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Total,,"Immigrants, more than 10 years in Canada",,,,,,,,,11124,21.1
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Total,,,Visible minority population,,,,,,,,11124,39.8
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Total,,,Visible minority population,,,,,,,,11124,19.5
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Total,,,Visible minority population,,,,,,,,11124,16.7
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Total,,,Visible minority population,,,,,,,,11124,11.6
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Total,,,Visible minority population,,,,,,,,11124,60.6
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Total,,,Visible minority population,,,,,,,,11124,14.0
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Total,,,Visible minority population,,,,,,,,11124,25.9
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Total,,,Visible minority population,,,,,,,,11124,21.8
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Total,,,South Asian,,,,,,,,11124,37.8
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Total,,,South Asian,,,,,,,,11124,18.5
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Total,,,South Asian,,,,,,,,11124,24.2
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Total,,,South Asian,,,,,,,,11124,17.6
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Total,,,South Asian,,,,,,,,11124,68.2
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Total,,,South Asian,,,,,,,,11124,13.8
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Total,,,South Asian,,,,,,,,11124,30.5
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Total,,,South Asian,,,,,,,,11124,25.4
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Total,,,Chinese,,,,,,,,11124,25.6
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Total,,,Chinese,,,,,,,,11124,15.7
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Total,,,Chinese,,,,,,,,11124,13.5
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Total,,,Chinese,,,,,,,,11124,4.8
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Total,,,Chinese,,,,,,,,11124,67.5
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Total,,,Chinese,,,,,,,,11124,7.7
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination while using public transit,Canada,Total,,,Chinese,,,,,,,,11124,26.3
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination in any other situation,Canada,Total,,,Chinese,,,,,,,,11124,10.1
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at work,Canada,Total,,,Black,,,,,,,,11124,58.6
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination at school,Canada,Total,,,Black,,,,,,,,11124,26.1
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination on the Internet,Canada,Total,,,Black,,,,,,,,11124,16.9
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination when interacting with the healthcare system,Canada,Total,,,Black,,,,,,,,11124,16.6
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,"Discrimination in public areas, a store, bank or restaurant",Canada,Total,,,Black,,,,,,,,11124,51.2
2024 Q3,Proportion of individuals within a population who reported experiencing discrimination or unfair treatment,Discrimination by or among friends or family,Canada,Total,,,Black,,,,,,,,11124,19.3
