Year,Geography,Type of materials diverted,Sources of materials prepared for recycling,GeoCode,Value
2023,Saskatchewan,Other materials,Residential sources of diverted materials,47,0.831054479962491
2023,Saskatchewan,Other materials,Non-residential sources of diverted materials,47,0.286941198554213
2023,Alberta,All materials diverted,All sources of diverted materials,48,212.718971487757
2023,Alberta,All materials diverted,Residential sources of diverted materials,48,
2023,Alberta,All materials diverted,Non-residential sources of diverted materials,48,
2023,Alberta,All paper fibres,All sources of diverted materials,48,56.1114770923942
2023,Alberta,All paper fibres,Residential sources of diverted materials,48,15.9788187205759
2023,Alberta,All paper fibres,Non-residential sources of diverted materials,48,40.1330853104506
2023,Alberta,Glass,All sources of diverted materials,48,12.91958995106
2023,Alberta,Glass,Residential sources of diverted materials,48,
2023,Alberta,Glass,Non-residential sources of diverted materials,48,
2023,Alberta,Ferrous metals,All sources of diverted materials,48,11.1648721724388
2023,Alberta,Ferrous metals,Residential sources of diverted materials,48,1.22659469050578
2023,Alberta,Ferrous metals,Non-residential sources of diverted materials,48,9.93849095124916
2023,Alberta,Copper and aluminum,All sources of diverted materials,48,4.86026938973819
2023,Alberta,Copper and aluminum,Residential sources of diverted materials,48,3.02891612662488
2023,Alberta,Copper and aluminum,Non-residential sources of diverted materials,48,1.83113979379718
2023,Alberta,Mixed metals,All sources of diverted materials,48,4.28539652138941
2023,Alberta,Mixed metals,Residential sources of diverted materials,48,1.69900228711025
2023,Alberta,Mixed metals,Non-residential sources of diverted materials,48,2.58660770359529
2023,Alberta,White goods,All sources of diverted materials,48,3.80701178393319
2023,Alberta,White goods,Residential sources of diverted materials,48,2.81331211732957
2023,Alberta,White goods,Non-residential sources of diverted materials,48,0.99305925865522
2023,Alberta,Electronics,All sources of diverted materials,48,1.77179532391194
2023,Alberta,Electronics,Residential sources of diverted materials,48,
2023,Alberta,Electronics,Non-residential sources of diverted materials,48,
2023,Alberta,Plastics,All sources of diverted materials,48,9.81894813421414
2023,Alberta,Plastics,Residential sources of diverted materials,48,6.1982950632659
2023,Alberta,Plastics,Non-residential sources of diverted materials,48,3.6217204175289
2023,Alberta,Gable top and aseptic containers,All sources of diverted materials,48,0.744580974675281
2023,Alberta,Gable top and aseptic containers,Residential sources of diverted materials,48,
2023,Alberta,Gable top and aseptic containers,Non-residential sources of diverted materials,48,
2023,Alberta,Textiles,All sources of diverted materials,48,0.134272199848266
2023,Alberta,Textiles,Residential sources of diverted materials,48,
2023,Alberta,Textiles,Non-residential sources of diverted materials,48,
2023,Alberta,Tires,All sources of diverted materials,48,15.5448356008756
2023,Alberta,Tires,Residential sources of diverted materials,48,
2023,Alberta,Tires,Non-residential sources of diverted materials,48,
2023,Alberta,"Construction, renovation and demolition",All sources of diverted materials,48,14.8830807208603
2023,Alberta,"Construction, renovation and demolition",Residential sources of diverted materials,48,1.21229224632481
2023,Alberta,"Construction, renovation and demolition",Non-residential sources of diverted materials,48,13.6712154131677
2023,Alberta,All organic materials,All sources of diverted materials,48,75.8742529107609
2023,Alberta,All organic materials,Residential sources of diverted materials,48,64.1345078699733
2023,Alberta,All organic materials,Non-residential sources of diverted materials,48,11.7395315714714
2023,Alberta,Food waste and source separated organics,All sources of diverted materials,48,49.0693378224507
2023,Alberta,Food waste and source separated organics,Residential sources of diverted materials,48,46.9606879176794
2023,Alberta,Food waste and source separated organics,Non-residential sources of diverted materials,48,2.10864990477134
2023,Alberta,Leaf and yard waste,All sources of diverted materials,48,13.3256085903468
2023,Alberta,Leaf and yard waste,Residential sources of diverted materials,48,8.90188395210261
2023,Alberta,Leaf and yard waste,Non-residential sources of diverted materials,48,4.42351116892809
2023,Alberta,Other organic materials,All sources of diverted materials,48,13.4793064979633
2023,Alberta,Other organic materials,Residential sources of diverted materials,48,8.27193600019127
2023,Alberta,Other organic materials,Non-residential sources of diverted materials,48,5.20737049777202
2023,Alberta,Other materials,All sources of diverted materials,48,0.798802180973309
2023,Alberta,Other materials,Residential sources of diverted materials,48,0.401962722280262
2023,Alberta,Other materials,Non-residential sources of diverted materials,48,0.396839458693047
2023,British Columbia,All materials diverted,All sources of diverted materials,59,323.99309922548
2023,British Columbia,All materials diverted,Residential sources of diverted materials,59,
2023,British Columbia,All materials diverted,Non-residential sources of diverted materials,59,
2023,British Columbia,All paper fibres,All sources of diverted materials,59,99.7316666766096
2023,British Columbia,All paper fibres,Residential sources of diverted materials,59,22.0777058449951
2023,British Columbia,All paper fibres,Non-residential sources of diverted materials,59,77.6568533285318
2023,British Columbia,Glass,All sources of diverted materials,59,17.2626023830921
2023,British Columbia,Glass,Residential sources of diverted materials,59,10.2430547081443
2023,British Columbia,Glass,Non-residential sources of diverted materials,59,7.01972845600503
2023,British Columbia,Ferrous metals,All sources of diverted materials,59,15.2691296639479
2023,British Columbia,Ferrous metals,Residential sources of diverted materials,59,3.40699980638349
2023,British Columbia,Ferrous metals,Non-residential sources of diverted materials,59,11.8628529817937
2023,British Columbia,Copper and aluminum,All sources of diverted materials,59,2.81964215112826
2023,British Columbia,Copper and aluminum,Residential sources of diverted materials,59,0.4476138979415
2023,British Columbia,Copper and aluminum,Non-residential sources of diverted materials,59,2.37184747212944
2023,British Columbia,Mixed metals,All sources of diverted materials,59,8.77529330370693
2023,British Columbia,Mixed metals,Residential sources of diverted materials,59,2.76504627181553
2023,British Columbia,Mixed metals,Non-residential sources of diverted materials,59,6.01097015612071
2023,British Columbia,White goods,All sources of diverted materials,59,5.1499099800725
2023,British Columbia,White goods,Residential sources of diverted materials,59,3.52288046413006
2023,British Columbia,White goods,Non-residential sources of diverted materials,59,1.62757185911443
2023,British Columbia,Electronics,All sources of diverted materials,59,2.33189485846018
2023,British Columbia,Electronics,Residential sources of diverted materials,59,
2023,British Columbia,Electronics,Non-residential sources of diverted materials,59,
2023,British Columbia,Plastics,All sources of diverted materials,59,11.222707257799
2023,British Columbia,Plastics,Residential sources of diverted materials,59,7.63076842977008
2023,British Columbia,Plastics,Non-residential sources of diverted materials,59,3.59266195225825
2023,British Columbia,Gable top and aseptic containers,All sources of diverted materials,59,0.353426967074165
2023,British Columbia,Gable top and aseptic containers,Residential sources of diverted materials,59,0.294311561328256
2023,British Columbia,Gable top and aseptic containers,Non-residential sources of diverted materials,59,0.0596577489178898
2023,British Columbia,Textiles,All sources of diverted materials,59,0.104672232192298
2023,British Columbia,Textiles,Residential sources of diverted materials,59,0.104672232192298
2023,British Columbia,Textiles,Non-residential sources of diverted materials,59,0.0
2023,British Columbia,Tires,All sources of diverted materials,59,9.40639997483528
2023,British Columbia,Tires,Residential sources of diverted materials,59,
2023,British Columbia,Tires,Non-residential sources of diverted materials,59,
2023,British Columbia,"Construction, renovation and demolition",All sources of diverted materials,59,30.8410675989184
2023,British Columbia,"Construction, renovation and demolition",Residential sources of diverted materials,59,2.38757542411688
2023,British Columbia,"Construction, renovation and demolition",Non-residential sources of diverted materials,59,28.4534921748015
2023,British Columbia,All organic materials,All sources of diverted materials,59,119.585042392254
2023,British Columbia,All organic materials,Residential sources of diverted materials,59,91.2257371483198
2023,British Columbia,All organic materials,Non-residential sources of diverted materials,59,28.3594860249915
2023,British Columbia,Food waste and source separated organics,All sources of diverted materials,59,57.9021840701879
2023,British Columbia,Food waste and source separated organics,Residential sources of diverted materials,59,49.785476158323
2023,British Columbia,Food waste and source separated organics,Non-residential sources of diverted materials,59,8.1167079118649
2023,British Columbia,Leaf and yard waste,All sources of diverted materials,59,46.325145940028
2023,British Columbia,Leaf and yard waste,Residential sources of diverted materials,59,33.3624210054572
2023,British Columbia,Leaf and yard waste,Non-residential sources of diverted materials,59,12.9629057156281
2023,British Columbia,Other organic materials,All sources of diverted materials,59,15.3577123820381
2023,British Columbia,Other organic materials,Residential sources of diverted materials,59,8.0778399845396
2023,British Columbia,Other organic materials,Non-residential sources of diverted materials,59,7.2798723974985
2023,British Columbia,Other materials,All sources of diverted materials,59,1.13946300433169
2023,British Columbia,Other materials,Residential sources of diverted materials,59,0.851840342124535
