Year,Status,Geography,Gender,Age group,GeoCode,Value
2020,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Total - Gender,15 to 19 years,12,5
2020,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Men+,15 to 19 years,12,5
2020,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Total - Gender,15 to 24 years,12,8
2020,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Men+,15 to 24 years,12,7
2020,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Women+,15 to 24 years,12,9
2020,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Total - Gender,18 to 24 years,12,9
2020,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Men+,18 to 24 years,12,8
2020,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Women+,18 to 24 years,12,11
2020,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Total - Gender,20 to 24 years,12,11
2020,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Men+,20 to 24 years,12,9
2020,"Not in the labour force, Not in employment, education or training (NEET)",Nova Scotia,Women+,20 to 24 years,12,13
2020,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Total - Gender,15 to 19 years,13,9
2020,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Men+,15 to 19 years,13,11
2020,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Women+,15 to 19 years,13,8
2020,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Total - Gender,15 to 24 years,13,13
2020,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Men+,15 to 24 years,13,16
2020,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Women+,15 to 24 years,13,10
2020,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Total - Gender,18 to 24 years,13,16
2020,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Men+,18 to 24 years,13,19
2020,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Women+,18 to 24 years,13,12
2020,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Total - Gender,20 to 24 years,13,17
2020,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Men+,20 to 24 years,13,21
2020,"Sub-total, not in employment, education or training (NEET)",New Brunswick,Women+,20 to 24 years,13,12
2020,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Total - Gender,15 to 19 years,13,3
2020,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Men+,15 to 19 years,13,4
2020,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Total - Gender,15 to 24 years,13,5
2020,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Men+,15 to 24 years,13,8
2020,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Women+,15 to 24 years,13,3
2020,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Total - Gender,18 to 24 years,13,7
2020,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Men+,18 to 24 years,13,10
2020,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Women+,18 to 24 years,13,4
2020,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Total - Gender,20 to 24 years,13,8
2020,"Unemployed, Not in employment, education or training (NEET)",New Brunswick,Men+,20 to 24 years,13,11
2020,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Total - Gender,15 to 19 years,13,7
2020,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Men+,15 to 19 years,13,7
2020,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Total - Gender,15 to 24 years,13,8
2020,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Men+,15 to 24 years,13,8
2020,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Women+,15 to 24 years,13,7
2020,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Total - Gender,18 to 24 years,13,8
2020,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Men+,18 to 24 years,13,9
2020,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Women+,18 to 24 years,13,8
2020,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Total - Gender,20 to 24 years,13,9
2020,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Men+,20 to 24 years,13,9
2020,"Not in the labour force, Not in employment, education or training (NEET)",New Brunswick,Women+,20 to 24 years,13,8
2020,"Sub-total, not in employment, education or training (NEET)",Quebec,Total - Gender,15 to 19 years,24,10
2020,"Sub-total, not in employment, education or training (NEET)",Quebec,Men+,15 to 19 years,24,11
2020,"Sub-total, not in employment, education or training (NEET)",Quebec,Women+,15 to 19 years,24,9
2020,"Sub-total, not in employment, education or training (NEET)",Quebec,Total - Gender,15 to 24 years,24,11
2020,"Sub-total, not in employment, education or training (NEET)",Quebec,Men+,15 to 24 years,24,14
2020,"Sub-total, not in employment, education or training (NEET)",Quebec,Women+,15 to 24 years,24,9
2020,"Sub-total, not in employment, education or training (NEET)",Quebec,Total - Gender,18 to 24 years,24,12
2020,"Sub-total, not in employment, education or training (NEET)",Quebec,Men+,18 to 24 years,24,15
2020,"Sub-total, not in employment, education or training (NEET)",Quebec,Women+,18 to 24 years,24,8
2020,"Sub-total, not in employment, education or training (NEET)",Quebec,Total - Gender,20 to 24 years,24,12
2020,"Sub-total, not in employment, education or training (NEET)",Quebec,Men+,20 to 24 years,24,16
2020,"Sub-total, not in employment, education or training (NEET)",Quebec,Women+,20 to 24 years,24,8
2020,"Unemployed, Not in employment, education or training (NEET)",Quebec,Total - Gender,15 to 19 years,24,3
2020,"Unemployed, Not in employment, education or training (NEET)",Quebec,Men+,15 to 19 years,24,3
2020,"Unemployed, Not in employment, education or training (NEET)",Quebec,Women+,15 to 19 years,24,3
2020,"Unemployed, Not in employment, education or training (NEET)",Quebec,Total - Gender,15 to 24 years,24,4
2020,"Unemployed, Not in employment, education or training (NEET)",Quebec,Men+,15 to 24 years,24,5
2020,"Unemployed, Not in employment, education or training (NEET)",Quebec,Women+,15 to 24 years,24,3
2020,"Unemployed, Not in employment, education or training (NEET)",Quebec,Total - Gender,18 to 24 years,24,5
2020,"Unemployed, Not in employment, education or training (NEET)",Quebec,Men+,18 to 24 years,24,6
2020,"Unemployed, Not in employment, education or training (NEET)",Quebec,Women+,18 to 24 years,24,3
2020,"Unemployed, Not in employment, education or training (NEET)",Quebec,Total - Gender,20 to 24 years,24,5
2020,"Unemployed, Not in employment, education or training (NEET)",Quebec,Men+,20 to 24 years,24,7
2020,"Unemployed, Not in employment, education or training (NEET)",Quebec,Women+,20 to 24 years,24,3
2020,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Total - Gender,15 to 19 years,24,7
2020,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Men+,15 to 19 years,24,9
2020,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Women+,15 to 19 years,24,6
2020,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Total - Gender,15 to 24 years,24,7
2020,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Men+,15 to 24 years,24,9
2020,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Women+,15 to 24 years,24,6
2020,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Total - Gender,18 to 24 years,24,7
2020,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Men+,18 to 24 years,24,9
2020,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Women+,18 to 24 years,24,5
2020,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Total - Gender,20 to 24 years,24,7
2020,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Men+,20 to 24 years,24,9
2020,"Not in the labour force, Not in employment, education or training (NEET)",Quebec,Women+,20 to 24 years,24,5
2020,"Sub-total, not in employment, education or training (NEET)",Ontario,Total - Gender,15 to 19 years,35,8
2020,"Sub-total, not in employment, education or training (NEET)",Ontario,Men+,15 to 19 years,35,9
2020,"Sub-total, not in employment, education or training (NEET)",Ontario,Women+,15 to 19 years,35,7
2020,"Sub-total, not in employment, education or training (NEET)",Ontario,Total - Gender,15 to 24 years,35,11
2020,"Sub-total, not in employment, education or training (NEET)",Ontario,Men+,15 to 24 years,35,12
2020,"Sub-total, not in employment, education or training (NEET)",Ontario,Women+,15 to 24 years,35,10
2020,"Sub-total, not in employment, education or training (NEET)",Ontario,Total - Gender,18 to 24 years,35,13
2020,"Sub-total, not in employment, education or training (NEET)",Ontario,Men+,18 to 24 years,35,15
2020,"Sub-total, not in employment, education or training (NEET)",Ontario,Women+,18 to 24 years,35,11
2020,"Sub-total, not in employment, education or training (NEET)",Ontario,Total - Gender,20 to 24 years,35,14
2020,"Sub-total, not in employment, education or training (NEET)",Ontario,Men+,20 to 24 years,35,15
2020,"Sub-total, not in employment, education or training (NEET)",Ontario,Women+,20 to 24 years,35,13
2020,"Unemployed, Not in employment, education or training (NEET)",Ontario,Total - Gender,15 to 19 years,35,3
2020,"Unemployed, Not in employment, education or training (NEET)",Ontario,Men+,15 to 19 years,35,3
2020,"Unemployed, Not in employment, education or training (NEET)",Ontario,Women+,15 to 19 years,35,2
2020,"Unemployed, Not in employment, education or training (NEET)",Ontario,Total - Gender,15 to 24 years,35,4
2020,"Unemployed, Not in employment, education or training (NEET)",Ontario,Men+,15 to 24 years,35,5
2020,"Unemployed, Not in employment, education or training (NEET)",Ontario,Women+,15 to 24 years,35,3
2020,"Unemployed, Not in employment, education or training (NEET)",Ontario,Total - Gender,18 to 24 years,35,5
2020,"Unemployed, Not in employment, education or training (NEET)",Ontario,Men+,18 to 24 years,35,6
2020,"Unemployed, Not in employment, education or training (NEET)",Ontario,Women+,18 to 24 years,35,4
2020,"Unemployed, Not in employment, education or training (NEET)",Ontario,Total - Gender,20 to 24 years,35,5
2020,"Unemployed, Not in employment, education or training (NEET)",Ontario,Men+,20 to 24 years,35,6
2020,"Unemployed, Not in employment, education or training (NEET)",Ontario,Women+,20 to 24 years,35,4
2020,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Total - Gender,15 to 19 years,35,6
2020,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Men+,15 to 19 years,35,6
2020,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Women+,15 to 19 years,35,5
2020,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Total - Gender,15 to 24 years,35,7
2020,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Men+,15 to 24 years,35,8
2020,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Women+,15 to 24 years,35,7
2020,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Total - Gender,18 to 24 years,35,8
2020,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Men+,18 to 24 years,35,9
2020,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Women+,18 to 24 years,35,7
2020,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Total - Gender,20 to 24 years,35,9
2020,"Not in the labour force, Not in employment, education or training (NEET)",Ontario,Men+,20 to 24 years,35,9
