Year,Series,Elements,Data categories,Pillar,Value
2019,Open Data Inventory (ODIN),Download options,Pollution,,50.0
2019,Open Data Inventory (ODIN),Download options,Built environment,,50.0
2019,Open Data Inventory (ODIN),Download options,Environment subscore,,50.0
2019,Open Data Inventory (ODIN),Download options,All categories,,65.1
2020,Open Data Inventory (ODIN),Download options,Population and vital statistics,,100.0
2020,Open Data Inventory (ODIN),Download options,Education facilities,,50.0
2020,Open Data Inventory (ODIN),Download options,Education outcomes,,50.0
2020,Open Data Inventory (ODIN),Download options,Health facilities,,50.0
2020,Open Data Inventory (ODIN),Download options,Health outcomes,,50.0
2020,Open Data Inventory (ODIN),Download options,Reproductive health,,100.0
2020,Open Data Inventory (ODIN),Download options,Food security and nutrition,,100.0
2020,Open Data Inventory (ODIN),Download options,Gender statistics,,100.0
2020,Open Data Inventory (ODIN),Download options,Crime and justice,,50.0
2020,Open Data Inventory (ODIN),Download options,Poverty and income,,100.0
2020,Open Data Inventory (ODIN),Download options,Social statistics subscore,,75.0
2020,Open Data Inventory (ODIN),Download options,National accounts,,100.0
2020,Open Data Inventory (ODIN),Download options,Labor,,100.0
2020,Open Data Inventory (ODIN),Download options,Price indexes,,100.0
2020,Open Data Inventory (ODIN),Download options,Government finance,,100.0
2020,Open Data Inventory (ODIN),Download options,Money and banking,,100.0
2020,Open Data Inventory (ODIN),Download options,International trade,,100.0
2020,Open Data Inventory (ODIN),Download options,Balance of payments,,100.0
2020,Open Data Inventory (ODIN),Download options,Economic and financial statistics subscore,,100.0
2020,Open Data Inventory (ODIN),Download options,Agriculture and land use,,50.0
2020,Open Data Inventory (ODIN),Download options,Resource use,,50.0
2020,Open Data Inventory (ODIN),Download options,Energy use,,50.0
2020,Open Data Inventory (ODIN),Download options,Pollution,,50.0
2020,Open Data Inventory (ODIN),Download options,Built environment,,100.0
2020,Open Data Inventory (ODIN),Download options,Environment subscore,,60.0
2020,Open Data Inventory (ODIN),Download options,All categories,,78.3
2022,Open Data Inventory (ODIN),Download options,Population and vital statistics,,50.0
2022,Open Data Inventory (ODIN),Download options,Education facilities,,50.0
2022,Open Data Inventory (ODIN),Download options,Education outcomes,,50.0
2022,Open Data Inventory (ODIN),Download options,Health facilities,,50.0
2022,Open Data Inventory (ODIN),Download options,Health outcomes,,50.0
2022,Open Data Inventory (ODIN),Download options,Reproductive health,,50.0
2022,Open Data Inventory (ODIN),Download options,Food security and nutrition,,50.0
2022,Open Data Inventory (ODIN),Download options,Gender statistics,,50.0
2022,Open Data Inventory (ODIN),Download options,Crime and justice,,50.0
2022,Open Data Inventory (ODIN),Download options,Poverty and income,,100.0
2022,Open Data Inventory (ODIN),Download options,Social statistics subscore,,55.0
2022,Open Data Inventory (ODIN),Download options,National accounts,,50.0
2022,Open Data Inventory (ODIN),Download options,Labor,,100.0
2022,Open Data Inventory (ODIN),Download options,Price indexes,,50.0
2022,Open Data Inventory (ODIN),Download options,Government finance,,100.0
2022,Open Data Inventory (ODIN),Download options,Money and banking,,100.0
2022,Open Data Inventory (ODIN),Download options,International trade,,100.0
2022,Open Data Inventory (ODIN),Download options,Balance of payments,,100.0
2022,Open Data Inventory (ODIN),Download options,Economic and financial statistics subscore,,85.7
2022,Open Data Inventory (ODIN),Download options,Agriculture and land use,,50.0
2022,Open Data Inventory (ODIN),Download options,Resource use,,50.0
2022,Open Data Inventory (ODIN),Download options,Energy use,,50.0
2022,Open Data Inventory (ODIN),Download options,Pollution,,50.0
2022,Open Data Inventory (ODIN),Download options,Built environment,,50.0
2022,Open Data Inventory (ODIN),Download options,Environment subscore,,50.0
2022,Open Data Inventory (ODIN),Download options,All categories,,63.6
2024,Open Data Inventory (ODIN),Download options,Population and vital statistics,,50.0
2024,Open Data Inventory (ODIN),Download options,Education facilities,,50.0
2024,Open Data Inventory (ODIN),Download options,Education outcomes,,50.0
2024,Open Data Inventory (ODIN),Download options,Health facilities,,50.0
2024,Open Data Inventory (ODIN),Download options,Health outcomes,,100.0
2024,Open Data Inventory (ODIN),Download options,Reproductive health,,100.0
2024,Open Data Inventory (ODIN),Download options,Food security and nutrition,,100.0
2024,Open Data Inventory (ODIN),Download options,Gender statistics,,50.0
2024,Open Data Inventory (ODIN),Download options,Crime and justice,,50.0
2024,Open Data Inventory (ODIN),Download options,Poverty and income,,100.0
2024,Open Data Inventory (ODIN),Download options,Social statistics subscore,,70.0
2024,Open Data Inventory (ODIN),Download options,National accounts,,100.0
2024,Open Data Inventory (ODIN),Download options,Labor,,100.0
2024,Open Data Inventory (ODIN),Download options,Price indexes,,100.0
2024,Open Data Inventory (ODIN),Download options,Government finance,,100.0
2024,Open Data Inventory (ODIN),Download options,Money and banking,,100.0
2024,Open Data Inventory (ODIN),Download options,International trade,,100.0
2024,Open Data Inventory (ODIN),Download options,Balance of payments,,100.0
2024,Open Data Inventory (ODIN),Download options,Economic and financial statistics subscore,,100.0
2024,Open Data Inventory (ODIN),Download options,Agriculture and land use,,50.0
2024,Open Data Inventory (ODIN),Download options,Resource use,,50.0
2024,Open Data Inventory (ODIN),Download options,Energy use,,100.0
2024,Open Data Inventory (ODIN),Download options,Pollution,,50.0
2024,Open Data Inventory (ODIN),Download options,Built environment,,100.0
2024,Open Data Inventory (ODIN),Download options,Environment subscore,,70.0
2024,Open Data Inventory (ODIN),Download options,All categories,,80.0
2016,Open Data Inventory (ODIN),Metadata available,Population and vital statistics,,100.0
2016,Open Data Inventory (ODIN),Metadata available,Education facilities,,100.0
2016,Open Data Inventory (ODIN),Metadata available,Education outcomes,,100.0
2016,Open Data Inventory (ODIN),Metadata available,Health facilities,,0.0
2016,Open Data Inventory (ODIN),Metadata available,Health outcomes,,100.0
2016,Open Data Inventory (ODIN),Metadata available,Reproductive health,,100.0
2016,Open Data Inventory (ODIN),Metadata available,Gender statistics,,50.0
2016,Open Data Inventory (ODIN),Metadata available,Poverty and income,,100.0
2016,Open Data Inventory (ODIN),Metadata available,Social statistics subscore,,81.3
2016,Open Data Inventory (ODIN),Metadata available,National accounts,,100.0
2016,Open Data Inventory (ODIN),Metadata available,Labor,,100.0
2016,Open Data Inventory (ODIN),Metadata available,Price indexes,,100.0
2016,Open Data Inventory (ODIN),Metadata available,Government finance,,100.0
2016,Open Data Inventory (ODIN),Metadata available,Money and banking,,100.0
2016,Open Data Inventory (ODIN),Metadata available,International trade,,100.0
2016,Open Data Inventory (ODIN),Metadata available,Balance of payments,,100.0
2016,Open Data Inventory (ODIN),Metadata available,Economic and financial statistics subscore,,100.0
2016,Open Data Inventory (ODIN),Metadata available,Agriculture and land use,,100.0
2016,Open Data Inventory (ODIN),Metadata available,Resource use,,50.0
2016,Open Data Inventory (ODIN),Metadata available,Energy use,,100.0
2016,Open Data Inventory (ODIN),Metadata available,Pollution,,100.0
2016,Open Data Inventory (ODIN),Metadata available,Built environment,,100.0
2016,Open Data Inventory (ODIN),Metadata available,Environment subscore,,90.0
2016,Open Data Inventory (ODIN),Metadata available,All categories,,90.4
2017,Open Data Inventory (ODIN),Metadata available,Population and vital statistics,,100.0
2017,Open Data Inventory (ODIN),Metadata available,Education facilities,,100.0
2017,Open Data Inventory (ODIN),Metadata available,Education outcomes,,100.0
2017,Open Data Inventory (ODIN),Metadata available,Health facilities,,100.0
2017,Open Data Inventory (ODIN),Metadata available,Health outcomes,,100.0
2017,Open Data Inventory (ODIN),Metadata available,Reproductive health,,50.0
2017,Open Data Inventory (ODIN),Metadata available,Gender statistics,,100.0
2017,Open Data Inventory (ODIN),Metadata available,Crime and justice,,100.0
2017,Open Data Inventory (ODIN),Metadata available,Poverty and income,,100.0
2017,Open Data Inventory (ODIN),Metadata available,Social statistics subscore,,94.4
2017,Open Data Inventory (ODIN),Metadata available,National accounts,,100.0
2017,Open Data Inventory (ODIN),Metadata available,Labor,,100.0
2017,Open Data Inventory (ODIN),Metadata available,Price indexes,,100.0
2017,Open Data Inventory (ODIN),Metadata available,Government finance,,100.0
2017,Open Data Inventory (ODIN),Metadata available,Money and banking,,50.0
2017,Open Data Inventory (ODIN),Metadata available,International trade,,100.0
2017,Open Data Inventory (ODIN),Metadata available,Balance of payments,,100.0
2017,Open Data Inventory (ODIN),Metadata available,Economic and financial statistics subscore,,92.9
2017,Open Data Inventory (ODIN),Metadata available,Agriculture and land use,,100.0
2017,Open Data Inventory (ODIN),Metadata available,Resource use,,100.0
2017,Open Data Inventory (ODIN),Metadata available,Energy use,,100.0
2017,Open Data Inventory (ODIN),Metadata available,Pollution,,100.0
2017,Open Data Inventory (ODIN),Metadata available,Built environment,,100.0
2017,Open Data Inventory (ODIN),Metadata available,Environment subscore,,100.0
2017,Open Data Inventory (ODIN),Metadata available,All categories,,95.8
2018,Open Data Inventory (ODIN),Metadata available,Population and vital statistics,,100.0
2018,Open Data Inventory (ODIN),Metadata available,Education facilities,,100.0
2018,Open Data Inventory (ODIN),Metadata available,Education outcomes,,100.0
2018,Open Data Inventory (ODIN),Metadata available,Health facilities,,100.0
2018,Open Data Inventory (ODIN),Metadata available,Health outcomes,,100.0
2018,Open Data Inventory (ODIN),Metadata available,Reproductive health,,100.0
2018,Open Data Inventory (ODIN),Metadata available,Gender statistics,,100.0
2018,Open Data Inventory (ODIN),Metadata available,Crime and justice,,100.0
2018,Open Data Inventory (ODIN),Metadata available,Poverty and income,,100.0
2018,Open Data Inventory (ODIN),Metadata available,Social statistics subscore,,100.0
2018,Open Data Inventory (ODIN),Metadata available,National accounts,,100.0
2018,Open Data Inventory (ODIN),Metadata available,Labor,,100.0
2018,Open Data Inventory (ODIN),Metadata available,Price indexes,,100.0
2018,Open Data Inventory (ODIN),Metadata available,Government finance,,100.0
2018,Open Data Inventory (ODIN),Metadata available,Money and banking,,100.0
2018,Open Data Inventory (ODIN),Metadata available,International trade,,100.0
2018,Open Data Inventory (ODIN),Metadata available,Balance of payments,,100.0
2018,Open Data Inventory (ODIN),Metadata available,Economic and financial statistics subscore,,100.0
2018,Open Data Inventory (ODIN),Metadata available,Agriculture and land use,,50.0
2018,Open Data Inventory (ODIN),Metadata available,Resource use,,100.0
2018,Open Data Inventory (ODIN),Metadata available,Energy use,,100.0
2018,Open Data Inventory (ODIN),Metadata available,Pollution,,100.0
2018,Open Data Inventory (ODIN),Metadata available,Built environment,,100.0
2018,Open Data Inventory (ODIN),Metadata available,Environment subscore,,90.0
2018,Open Data Inventory (ODIN),Metadata available,All categories,,96.7
2019,Open Data Inventory (ODIN),Metadata available,Population and vital statistics,,100.0
2019,Open Data Inventory (ODIN),Metadata available,Education facilities,,100.0
2019,Open Data Inventory (ODIN),Metadata available,Education outcomes,,100.0
2019,Open Data Inventory (ODIN),Metadata available,Health facilities,,100.0
2019,Open Data Inventory (ODIN),Metadata available,Health outcomes,,100.0
2019,Open Data Inventory (ODIN),Metadata available,Reproductive health,,100.0
2019,Open Data Inventory (ODIN),Metadata available,Gender statistics,,100.0
2019,Open Data Inventory (ODIN),Metadata available,Crime and justice,,100.0
2019,Open Data Inventory (ODIN),Metadata available,Poverty and income,,100.0
2019,Open Data Inventory (ODIN),Metadata available,Social statistics subscore,,100.0
2019,Open Data Inventory (ODIN),Metadata available,National accounts,,100.0
2019,Open Data Inventory (ODIN),Metadata available,Labor,,100.0
2019,Open Data Inventory (ODIN),Metadata available,Price indexes,,100.0
2019,Open Data Inventory (ODIN),Metadata available,Government finance,,100.0
2019,Open Data Inventory (ODIN),Metadata available,Money and banking,,100.0
2019,Open Data Inventory (ODIN),Metadata available,International trade,,100.0
2019,Open Data Inventory (ODIN),Metadata available,Balance of payments,,100.0
2019,Open Data Inventory (ODIN),Metadata available,Economic and financial statistics subscore,,100.0
2019,Open Data Inventory (ODIN),Metadata available,Agriculture and land use,,50.0
2019,Open Data Inventory (ODIN),Metadata available,Resource use,,100.0
2019,Open Data Inventory (ODIN),Metadata available,Energy use,,100.0
2019,Open Data Inventory (ODIN),Metadata available,Pollution,,100.0
2019,Open Data Inventory (ODIN),Metadata available,Built environment,,100.0
2019,Open Data Inventory (ODIN),Metadata available,Environment subscore,,90.0
2019,Open Data Inventory (ODIN),Metadata available,All categories,,96.7
2020,Open Data Inventory (ODIN),Metadata available,Population and vital statistics,,100.0
2020,Open Data Inventory (ODIN),Metadata available,Education facilities,,100.0
2020,Open Data Inventory (ODIN),Metadata available,Education outcomes,,50.0
2020,Open Data Inventory (ODIN),Metadata available,Health facilities,,50.0
2020,Open Data Inventory (ODIN),Metadata available,Health outcomes,,100.0
2020,Open Data Inventory (ODIN),Metadata available,Reproductive health,,50.0
2020,Open Data Inventory (ODIN),Metadata available,Food security and nutrition,,50.0
2020,Open Data Inventory (ODIN),Metadata available,Gender statistics,,100.0
2020,Open Data Inventory (ODIN),Metadata available,Crime and justice,,100.0
2020,Open Data Inventory (ODIN),Metadata available,Poverty and income,,100.0
2020,Open Data Inventory (ODIN),Metadata available,Social statistics subscore,,80.0
2020,Open Data Inventory (ODIN),Metadata available,National accounts,,100.0
2020,Open Data Inventory (ODIN),Metadata available,Labor,,100.0
2020,Open Data Inventory (ODIN),Metadata available,Price indexes,,100.0
2020,Open Data Inventory (ODIN),Metadata available,Government finance,,100.0
2020,Open Data Inventory (ODIN),Metadata available,Money and banking,,50.0
2020,Open Data Inventory (ODIN),Metadata available,International trade,,100.0
2020,Open Data Inventory (ODIN),Metadata available,Balance of payments,,100.0
2020,Open Data Inventory (ODIN),Metadata available,Economic and financial statistics subscore,,92.9
