Year,Type of childhood maltreatment,Geography,Gender,Age,Immigrant status,Visible minority,Indigenous identity,Disability status,Sexual orientation,GeoCode,Value
2018,Sexual abuse,Newfoundland and Labrador,"Total, gender",,,,,"Total, disability status",,10,6.0
2018,Sexual abuse,Newfoundland and Labrador,Male gender,,,,,"Total, disability status",,10,2.63
2018,Sexual abuse,Newfoundland and Labrador,Female gender,,,,,"Total, disability status",,10,9.2
2018,Sexual abuse,Newfoundland and Labrador,"Total, gender",,,,,Has a disability,,10,11.36
2018,Sexual abuse,Newfoundland and Labrador,Male gender,,,,,Has a disability,,10,6.98
2018,Sexual abuse,Newfoundland and Labrador,Female gender,,,,,Has a disability,,10,14.27
2018,Sexual abuse,Newfoundland and Labrador,"Total, gender",,,,,Does not have a disability,,10,3.17
2018,Sexual abuse,Newfoundland and Labrador,Female gender,,,,,Does not have a disability,,10,5.73
2018,Physical or sexual abuse,Prince Edward Island,"Total, gender",,,,,"Total, disability status",,11,24.18
2018,Physical or sexual abuse,Prince Edward Island,Male gender,,,,,"Total, disability status",,11,22.29
2018,Physical or sexual abuse,Prince Edward Island,Female gender,,,,,"Total, disability status",,11,26.05
2018,Physical or sexual abuse,Prince Edward Island,"Total, gender",,,,,Has a disability,,11,39.41
2018,Physical or sexual abuse,Prince Edward Island,Male gender,,,,,Has a disability,,11,35.08
2018,Physical or sexual abuse,Prince Edward Island,Female gender,,,,,Has a disability,,11,42.99
2018,Physical or sexual abuse,Prince Edward Island,"Total, gender",,,,,Does not have a disability,,11,15.66
2018,Physical or sexual abuse,Prince Edward Island,Male gender,,,,,Does not have a disability,,11,16.08
2018,Physical or sexual abuse,Prince Edward Island,Female gender,,,,,Does not have a disability,,11,15.2
2018,Physical abuse,Prince Edward Island,"Total, gender",,,,,"Total, disability status",,11,21.11
2018,Physical abuse,Prince Edward Island,Male gender,,,,,"Total, disability status",,11,21.56
2018,Physical abuse,Prince Edward Island,Female gender,,,,,"Total, disability status",,11,20.67
2018,Physical abuse,Prince Edward Island,"Total, gender",,,,,Has a disability,,11,34.91
2018,Physical abuse,Prince Edward Island,Male gender,,,,,Has a disability,,11,33.99
2018,Physical abuse,Prince Edward Island,Female gender,,,,,Has a disability,,11,35.68
2018,Physical abuse,Prince Edward Island,"Total, gender",,,,,Does not have a disability,,11,13.39
2018,Physical abuse,Prince Edward Island,Male gender,,,,,Does not have a disability,,11,15.52
2018,Physical abuse,Prince Edward Island,Female gender,,,,,Does not have a disability,,11,11.06
2018,Sexual abuse,Prince Edward Island,"Total, gender",,,,,"Total, disability status",,11,7.22
2018,Sexual abuse,Prince Edward Island,Male gender,,,,,"Total, disability status",,11,2.18
2018,Sexual abuse,Prince Edward Island,Female gender,,,,,"Total, disability status",,11,12.19
2018,Sexual abuse,Prince Edward Island,"Total, gender",,,,,Has a disability,,11,12.69
2018,Sexual abuse,Prince Edward Island,Male gender,,,,,Has a disability,,11,4.85
2018,Sexual abuse,Prince Edward Island,Female gender,,,,,Has a disability,,11,19.17
2018,Sexual abuse,Prince Edward Island,"Total, gender",,,,,Does not have a disability,,11,4.15
2018,Sexual abuse,Prince Edward Island,Female gender,,,,,Does not have a disability,,11,7.71
2018,Physical or sexual abuse,Nova Scotia,"Total, gender",,,,,"Total, disability status",,12,27.31
2018,Physical or sexual abuse,Nova Scotia,Male gender,,,,,"Total, disability status",,12,26.14
2018,Physical or sexual abuse,Nova Scotia,Female gender,,,,,"Total, disability status",,12,28.39
2018,Physical or sexual abuse,Nova Scotia,"Total, gender",,,,,Has a disability,,12,36.27
2018,Physical or sexual abuse,Nova Scotia,Male gender,,,,,Has a disability,,12,35.31
2018,Physical or sexual abuse,Nova Scotia,Female gender,,,,,Has a disability,,12,36.83
2018,Physical or sexual abuse,Nova Scotia,"Total, gender",,,,,Does not have a disability,,12,21.05
2018,Physical or sexual abuse,Nova Scotia,Male gender,,,,,Does not have a disability,,12,20.65
2018,Physical or sexual abuse,Nova Scotia,Female gender,,,,,Does not have a disability,,12,21.54
2018,Physical abuse,Nova Scotia,"Total, gender",,,,,"Total, disability status",,12,22.92
2018,Physical abuse,Nova Scotia,Male gender,,,,,"Total, disability status",,12,24.49
2018,Physical abuse,Nova Scotia,Female gender,,,,,"Total, disability status",,12,21.45
2018,Physical abuse,Nova Scotia,"Total, gender",,,,,Has a disability,,12,31.52
2018,Physical abuse,Nova Scotia,Male gender,,,,,Has a disability,,12,34.15
2018,Physical abuse,Nova Scotia,Female gender,,,,,Has a disability,,12,29.38
2018,Physical abuse,Nova Scotia,"Total, gender",,,,,Does not have a disability,,12,16.92
2018,Physical abuse,Nova Scotia,Male gender,,,,,Does not have a disability,,12,18.7
2018,Physical abuse,Nova Scotia,Female gender,,,,,Does not have a disability,,12,15.02
2018,Sexual abuse,Nova Scotia,"Total, gender",,,,,"Total, disability status",,12,9.66
2018,Sexual abuse,Nova Scotia,Male gender,,,,,"Total, disability status",,12,4.89
2018,Sexual abuse,Nova Scotia,Female gender,,,,,"Total, disability status",,12,14.17
2018,Sexual abuse,Nova Scotia,"Total, gender",,,,,Has a disability,,12,14.36
2018,Sexual abuse,Nova Scotia,Male gender,,,,,Has a disability,,12,7.55
2018,Sexual abuse,Nova Scotia,Female gender,,,,,Has a disability,,12,19.64
2018,Sexual abuse,Nova Scotia,"Total, gender",,,,,Does not have a disability,,12,6.37
2018,Sexual abuse,Nova Scotia,Male gender,,,,,Does not have a disability,,12,3.3
2018,Sexual abuse,Nova Scotia,Female gender,,,,,Does not have a disability,,12,9.74
2018,Physical or sexual abuse,New Brunswick,"Total, gender",,,,,"Total, disability status",,13,24.6
2018,Physical or sexual abuse,New Brunswick,Male gender,,,,,"Total, disability status",,13,23.2
2018,Physical or sexual abuse,New Brunswick,Female gender,,,,,"Total, disability status",,13,25.89
2018,Physical or sexual abuse,New Brunswick,"Total, gender",,,,,Has a disability,,13,35.19
2018,Physical or sexual abuse,New Brunswick,Male gender,,,,,Has a disability,,13,34.05
2018,Physical or sexual abuse,New Brunswick,Female gender,,,,,Has a disability,,13,36.24
2018,Physical or sexual abuse,New Brunswick,"Total, gender",,,,,Does not have a disability,,13,17.97
2018,Physical or sexual abuse,New Brunswick,Male gender,,,,,Does not have a disability,,13,17.48
2018,Physical or sexual abuse,New Brunswick,Female gender,,,,,Does not have a disability,,13,18.29
2018,Physical abuse,New Brunswick,"Total, gender",,,,,"Total, disability status",,13,19.45
2018,Physical abuse,New Brunswick,Male gender,,,,,"Total, disability status",,13,20.74
2018,Physical abuse,New Brunswick,Female gender,,,,,"Total, disability status",,13,18.13
2018,Physical abuse,New Brunswick,"Total, gender",,,,,Has a disability,,13,27.32
2018,Physical abuse,New Brunswick,Male gender,,,,,Has a disability,,13,29.13
2018,Physical abuse,New Brunswick,Female gender,,,,,Has a disability,,13,26.02
2018,Physical abuse,New Brunswick,"Total, gender",,,,,Does not have a disability,,13,14.53
2018,Physical abuse,New Brunswick,Male gender,,,,,Does not have a disability,,13,16.31
2018,Physical abuse,New Brunswick,Female gender,,,,,Does not have a disability,,13,12.33
2018,Sexual abuse,New Brunswick,"Total, gender",,,,,"Total, disability status",,13,9.22
2018,Sexual abuse,New Brunswick,Male gender,,,,,"Total, disability status",,13,5.28
2018,Sexual abuse,New Brunswick,Female gender,,,,,"Total, disability status",,13,13.08
2018,Sexual abuse,New Brunswick,"Total, gender",,,,,Has a disability,,13,14.95
2018,Sexual abuse,New Brunswick,Male gender,,,,,Has a disability,,13,10.11
2018,Sexual abuse,New Brunswick,Female gender,,,,,Has a disability,,13,18.84
2018,Sexual abuse,New Brunswick,"Total, gender",,,,,Does not have a disability,,13,5.63
2018,Sexual abuse,New Brunswick,Male gender,,,,,Does not have a disability,,13,2.74
2018,Sexual abuse,New Brunswick,Female gender,,,,,Does not have a disability,,13,8.86
2018,Physical or sexual abuse,Quebec,"Total, gender",,,,,"Total, disability status",,24,25.11
2018,Physical or sexual abuse,Quebec,Male gender,,,,,"Total, disability status",,24,24.33
2018,Physical or sexual abuse,Quebec,Female gender,,,,,"Total, disability status",,24,25.79
2018,Physical or sexual abuse,Quebec,"Total, gender",,,,,Has a disability,,24,35.6
2018,Physical or sexual abuse,Quebec,Male gender,,,,,Has a disability,,24,33.39
2018,Physical or sexual abuse,Quebec,Female gender,,,,,Has a disability,,24,37.14
2018,Physical or sexual abuse,Quebec,"Total, gender",,,,,Does not have a disability,,24,20.41
2018,Physical or sexual abuse,Quebec,Male gender,,,,,Does not have a disability,,24,20.95
2018,Physical or sexual abuse,Quebec,Female gender,,,,,Does not have a disability,,24,19.81
2018,Physical abuse,Quebec,"Total, gender",,,,,"Total, disability status",,24,21.33
2018,Physical abuse,Quebec,Male gender,,,,,"Total, disability status",,24,22.88
2018,Physical abuse,Quebec,Female gender,,,,,"Total, disability status",,24,19.73
2018,Physical abuse,Quebec,"Total, gender",,,,,Has a disability,,24,30.2
2018,Physical abuse,Quebec,Male gender,,,,,Has a disability,,24,31.56
2018,Physical abuse,Quebec,Female gender,,,,,Has a disability,,24,28.97
2018,Physical abuse,Quebec,"Total, gender",,,,,Does not have a disability,,24,17.35
2018,Physical abuse,Quebec,Male gender,,,,,Does not have a disability,,24,19.64
2018,Physical abuse,Quebec,Female gender,,,,,Does not have a disability,,24,14.86
2018,Sexual abuse,Quebec,"Total, gender",,,,,"Total, disability status",,24,7.5
2018,Sexual abuse,Quebec,Male gender,,,,,"Total, disability status",,24,3.54
2018,Sexual abuse,Quebec,Female gender,,,,,"Total, disability status",,24,11.31
2018,Sexual abuse,Quebec,"Total, gender",,,,,Has a disability,,24,11.67
2018,Sexual abuse,Quebec,Male gender,,,,,Has a disability,,24,5.83
2018,Sexual abuse,Quebec,Female gender,,,,,Has a disability,,24,16.04
2018,Sexual abuse,Quebec,"Total, gender",,,,,Does not have a disability,,24,5.63
2018,Sexual abuse,Quebec,Male gender,,,,,Does not have a disability,,24,2.69
2018,Sexual abuse,Quebec,Female gender,,,,,Does not have a disability,,24,8.82
2018,Physical or sexual abuse,Ontario,"Total, gender",,,,,"Total, disability status",,35,26.93
2018,Physical or sexual abuse,Ontario,Male gender,,,,,"Total, disability status",,35,26.38
2018,Physical or sexual abuse,Ontario,Female gender,,,,,"Total, disability status",,35,27.4
2018,Physical or sexual abuse,Ontario,"Total, gender",,,,,Has a disability,,35,36.39
2018,Physical or sexual abuse,Ontario,Male gender,,,,,Has a disability,,35,35.28
2018,Physical or sexual abuse,Ontario,Female gender,,,,,Has a disability,,35,37.19
2018,Physical or sexual abuse,Ontario,"Total, gender",,,,,Does not have a disability,,35,21.56
2018,Physical or sexual abuse,Ontario,Male gender,,,,,Does not have a disability,,35,22.34
2018,Physical or sexual abuse,Ontario,Female gender,,,,,Does not have a disability,,35,20.69
2018,Physical abuse,Ontario,"Total, gender",,,,,"Total, disability status",,35,23.9
2018,Physical abuse,Ontario,Male gender,,,,,"Total, disability status",,35,25.22
2018,Physical abuse,Ontario,Female gender,,,,,"Total, disability status",,35,22.57
2018,Physical abuse,Ontario,"Total, gender",,,,,Has a disability,,35,31.86
2018,Physical abuse,Ontario,Male gender,,,,,Has a disability,,35,33.83
2018,Physical abuse,Ontario,Female gender,,,,,Has a disability,,35,30.32
2018,Physical abuse,Ontario,"Total, gender",,,,,Does not have a disability,,35,19.38
2018,Physical abuse,Ontario,Male gender,,,,,Does not have a disability,,35,21.31
2018,Physical abuse,Ontario,Female gender,,,,,Does not have a disability,,35,17.26
2018,Sexual abuse,Ontario,"Total, gender",,,,,"Total, disability status",,35,7.01
2018,Sexual abuse,Ontario,Male gender,,,,,"Total, disability status",,35,3.48
2018,Sexual abuse,Ontario,Female gender,,,,,"Total, disability status",,35,10.44
2018,Sexual abuse,Ontario,"Total, gender",,,,,Has a disability,,35,11.13
2018,Sexual abuse,Ontario,Male gender,,,,,Has a disability,,35,4.87
2018,Sexual abuse,Ontario,Female gender,,,,,Has a disability,,35,15.9
2018,Sexual abuse,Ontario,"Total, gender",,,,,Does not have a disability,,35,4.67
2018,Sexual abuse,Ontario,Male gender,,,,,Does not have a disability,,35,2.85
2018,Sexual abuse,Ontario,Female gender,,,,,Does not have a disability,,35,6.69
2018,Physical or sexual abuse,Manitoba,"Total, gender",,,,,"Total, disability status",,46,26.25
2018,Physical or sexual abuse,Manitoba,Male gender,,,,,"Total, disability status",,46,26.84
2018,Physical or sexual abuse,Manitoba,Female gender,,,,,"Total, disability status",,46,25.85
2018,Physical or sexual abuse,Manitoba,"Total, gender",,,,,Has a disability,,46,36.54
2018,Physical or sexual abuse,Manitoba,Male gender,,,,,Has a disability,,46,36.01
2018,Physical or sexual abuse,Manitoba,Female gender,,,,,Has a disability,,46,37.13
2018,Physical or sexual abuse,Manitoba,"Total, gender",,,,,Does not have a disability,,46,20.18
2018,Physical or sexual abuse,Manitoba,Male gender,,,,,Does not have a disability,,46,22.16
2018,Physical or sexual abuse,Manitoba,Female gender,,,,,Does not have a disability,,46,18.14
2018,Physical abuse,Manitoba,"Total, gender",,,,,"Total, disability status",,46,22.95
2018,Physical abuse,Manitoba,Male gender,,,,,"Total, disability status",,46,25.97
2018,Physical abuse,Manitoba,Female gender,,,,,"Total, disability status",,46,20.09
2018,Physical abuse,Manitoba,"Total, gender",,,,,Has a disability,,46,31.6
2018,Physical abuse,Manitoba,Male gender,,,,,Has a disability,,46,35.01
2018,Physical abuse,Manitoba,Female gender,,,,,Has a disability,,46,28.91
2018,Physical abuse,Manitoba,"Total, gender",,,,,Does not have a disability,,46,17.84
2018,Physical abuse,Manitoba,Male gender,,,,,Does not have a disability,,46,21.37
2018,Physical abuse,Manitoba,Female gender,,,,,Does not have a disability,,46,14.06
2018,Sexual abuse,Manitoba,"Total, gender",,,,,"Total, disability status",,46,7.89
2018,Sexual abuse,Manitoba,Male gender,,,,,"Total, disability status",,46,3.66
2018,Sexual abuse,Manitoba,Female gender,,,,,"Total, disability status",,46,12.15
2018,Sexual abuse,Manitoba,"Total, gender",,,,,Has a disability,,46,12.64
2018,Sexual abuse,Manitoba,Male gender,,,,,Has a disability,,46,4.99
2018,Sexual abuse,Manitoba,Female gender,,,,,Has a disability,,46,18.99
2018,Sexual abuse,Manitoba,"Total, gender",,,,,Does not have a disability,,46,5.08
2018,Sexual abuse,Manitoba,Male gender,,,,,Does not have a disability,,46,2.99
2018,Sexual abuse,Manitoba,Female gender,,,,,Does not have a disability,,46,7.47
2018,Physical or sexual abuse,Saskatchewan,"Total, gender",,,,,"Total, disability status",,47,26.92
2018,Physical or sexual abuse,Saskatchewan,Male gender,,,,,"Total, disability status",,47,26.5
2018,Physical or sexual abuse,Saskatchewan,Female gender,,,,,"Total, disability status",,47,27.12
2018,Physical or sexual abuse,Saskatchewan,"Total, gender",,,,,Has a disability,,47,37.97
2018,Physical or sexual abuse,Saskatchewan,Male gender,,,,,Has a disability,,47,35.23
2018,Physical or sexual abuse,Saskatchewan,Female gender,,,,,Has a disability,,47,40.02
2018,Physical or sexual abuse,Saskatchewan,"Total, gender",,,,,Does not have a disability,,47,21.11
2018,Physical or sexual abuse,Saskatchewan,Male gender,,,,,Does not have a disability,,47,22.58
2018,Physical or sexual abuse,Saskatchewan,Female gender,,,,,Does not have a disability,,47,19.31
2018,Physical abuse,Saskatchewan,"Total, gender",,,,,"Total, disability status",,47,23.7
2018,Physical abuse,Saskatchewan,Male gender,,,,,"Total, disability status",,47,25.53
2018,Physical abuse,Saskatchewan,Female gender,,,,,"Total, disability status",,47,21.69
2018,Physical abuse,Saskatchewan,"Total, gender",,,,,Has a disability,,47,33.66
2018,Physical abuse,Saskatchewan,Male gender,,,,,Has a disability,,47,34.0
2018,Physical abuse,Saskatchewan,Female gender,,,,,Has a disability,,47,33.32
2018,Physical abuse,Saskatchewan,"Total, gender",,,,,Does not have a disability,,47,18.48
2018,Physical abuse,Saskatchewan,Male gender,,,,,Does not have a disability,,47,21.73
2018,Physical abuse,Saskatchewan,Female gender,,,,,Does not have a disability,,47,14.65
2018,Sexual abuse,Saskatchewan,"Total, gender",,,,,"Total, disability status",,47,6.81
2018,Sexual abuse,Saskatchewan,Male gender,,,,,"Total, disability status",,47,2.62
2018,Sexual abuse,Saskatchewan,Female gender,,,,,"Total, disability status",,47,11.0
2018,Sexual abuse,Saskatchewan,"Total, gender",,,,,Has a disability,,47,11.22
2018,Sexual abuse,Saskatchewan,Male gender,,,,,Has a disability,,47,4.64
2018,Sexual abuse,Saskatchewan,Female gender,,,,,Has a disability,,47,16.54
2018,Sexual abuse,Saskatchewan,"Total, gender",,,,,Does not have a disability,,47,4.5
2018,Sexual abuse,Saskatchewan,Male gender,,,,,Does not have a disability,,47,1.72
2018,Sexual abuse,Saskatchewan,Female gender,,,,,Does not have a disability,,47,7.65
2018,Physical or sexual abuse,Alberta,"Total, gender",,,,,"Total, disability status",,48,28.82
2018,Physical or sexual abuse,Alberta,Male gender,,,,,"Total, disability status",,48,26.18
2018,Physical or sexual abuse,Alberta,Female gender,,,,,"Total, disability status",,48,31.47
2018,Physical or sexual abuse,Alberta,"Total, gender",,,,,Has a disability,,48,40.38
2018,Physical or sexual abuse,Alberta,Male gender,,,,,Has a disability,,48,38.89
2018,Physical or sexual abuse,Alberta,Female gender,,,,,Has a disability,,48,41.41
