Year,Genre,Groupe d'âge,Géographie,GeoCode,Progress,Value
2020,Femmes+,25 ans et plus,Nouveau-Brunswick,13,7.3,7.3
2020,Femmes+,25 à 44 ans,Nouveau-Brunswick,13,6.7,6.7
2020,Femmes+,45 à 64 ans,Nouveau-Brunswick,13,7.7,7.7
2020,Femmes+,45 ans et plus,Nouveau-Brunswick,13,7.9,7.9
2020,Femmes+,25 à 54 ans,Nouveau-Brunswick,13,6.4,6.4
2020,Femmes+,55 ans et plus,Nouveau-Brunswick,13,9.8,9.8
2020,Femmes+,15 à 64 ans,Nouveau-Brunswick,13,8.5,8.5
2020,Femmes+,15 à 19 ans,Nouveau-Brunswick,13,18.1,18.1
2020,Femmes+,20 à 24 ans,Nouveau-Brunswick,13,15.6,15.6
2020,Femmes+,25 à 29 ans,Nouveau-Brunswick,13,7.2,7.2
2020,Femmes+,30 à 34 ans,Nouveau-Brunswick,13,7.5,7.5
2020,Femmes+,35 à 39 ans,Nouveau-Brunswick,13,7.0,7.0
2020,Femmes+,40 à 44 ans,Nouveau-Brunswick,13,6.0,6.0
2020,Femmes+,45 à 49 ans,Nouveau-Brunswick,13,6.1,6.1
2020,Femmes+,50 à 54 ans,Nouveau-Brunswick,13,5.8,5.8
2020,Femmes+,55 à 59 ans,Nouveau-Brunswick,13,7.8,7.8
2020,Femmes+,60 à 64 ans,Nouveau-Brunswick,13,12.6,12.6
2020,Femmes+,65 ans et plus,Nouveau-Brunswick,13,10.3,10.3
2020,Femmes+,65 à 69 ans,Nouveau-Brunswick,13,11.8,11.8
2020,Femmes+,70 ans et plus,Nouveau-Brunswick,13,,
2020,Total - Genre,15 ans et plus,Québec,24,8.9,8.9
2020,Total - Genre,15 à 24 ans,Québec,24,16.6,16.6
2020,Total - Genre,25 ans et plus,Québec,24,7.6,7.6
2020,Total - Genre,25 à 44 ans,Québec,24,7.8,7.8
2020,Total - Genre,45 à 64 ans,Québec,24,7.2,7.2
2020,Total - Genre,45 ans et plus,Québec,24,7.5,7.5
2020,Total - Genre,25 à 54 ans,Québec,24,7.3,7.3
2020,Total - Genre,55 ans et plus,Québec,24,8.6,8.6
2020,Total - Genre,15 à 64 ans,Québec,24,8.8,8.8
2020,Total - Genre,15 à 19 ans,Québec,24,19.8,19.8
2020,Total - Genre,20 à 24 ans,Québec,24,14.7,14.7
2020,Total - Genre,25 à 29 ans,Québec,24,9.1,9.1
2020,Total - Genre,30 à 34 ans,Québec,24,7.8,7.8
2020,Total - Genre,35 à 39 ans,Québec,24,7.3,7.3
2020,Total - Genre,40 à 44 ans,Québec,24,6.9,6.9
2020,Total - Genre,45 à 49 ans,Québec,24,6.0,6.0
2020,Total - Genre,50 à 54 ans,Québec,24,6.6,6.6
2020,Total - Genre,55 à 59 ans,Québec,24,7.4,7.4
2020,Total - Genre,60 à 64 ans,Québec,24,9.5,9.5
2020,Total - Genre,65 ans et plus,Québec,24,10.5,10.5
2020,Total - Genre,65 à 69 ans,Québec,24,12.5,12.5
2020,Total - Genre,70 ans et plus,Québec,24,6.8,6.8
2020,Hommes+,15 ans et plus,Québec,24,9.1,9.1
2020,Hommes+,15 à 24 ans,Québec,24,18.0,18.0
2020,Hommes+,25 ans et plus,Québec,24,7.7,7.7
2020,Hommes+,25 à 44 ans,Québec,24,7.9,7.9
2020,Hommes+,45 à 64 ans,Québec,24,7.1,7.1
2020,Hommes+,45 ans et plus,Québec,24,7.4,7.4
2020,Hommes+,25 à 54 ans,Québec,24,7.2,7.2
2020,Hommes+,55 ans et plus,Québec,24,8.8,8.8
2020,Hommes+,15 à 64 ans,Québec,24,9.0,9.0
2020,Hommes+,15 à 19 ans,Québec,24,19.9,19.9
2020,Hommes+,20 à 24 ans,Québec,24,16.9,16.9
2020,Hommes+,25 à 29 ans,Québec,24,9.8,9.8
2020,Hommes+,30 à 34 ans,Québec,24,7.5,7.5
2020,Hommes+,35 à 39 ans,Québec,24,7.3,7.3
2020,Hommes+,40 à 44 ans,Québec,24,7.2,7.2
2020,Hommes+,45 à 49 ans,Québec,24,5.6,5.6
2020,Hommes+,50 à 54 ans,Québec,24,5.8,5.8
2020,Hommes+,55 à 59 ans,Québec,24,7.8,7.8
2020,Hommes+,60 à 64 ans,Québec,24,9.9,9.9
2020,Hommes+,65 ans et plus,Québec,24,9.5,9.5
2020,Hommes+,65 à 69 ans,Québec,24,12.5,12.5
2020,Hommes+,70 ans et plus,Québec,24,4.6,4.6
2020,Femmes+,15 ans et plus,Québec,24,8.7,8.7
2020,Femmes+,15 à 24 ans,Québec,24,15.2,15.2
2020,Femmes+,25 ans et plus,Québec,24,7.6,7.6
2020,Femmes+,25 à 44 ans,Québec,24,7.6,7.6
2020,Femmes+,45 à 64 ans,Québec,24,7.3,7.3
2020,Femmes+,45 ans et plus,Québec,24,7.7,7.7
2020,Femmes+,25 à 54 ans,Québec,24,7.4,7.4
2020,Femmes+,55 ans et plus,Québec,24,8.4,8.4
2020,Femmes+,15 à 64 ans,Québec,24,8.6,8.6
2020,Femmes+,15 à 19 ans,Québec,24,19.8,19.8
2020,Femmes+,20 à 24 ans,Québec,24,12.2,12.2
2020,Femmes+,25 à 29 ans,Québec,24,8.4,8.4
2020,Femmes+,30 à 34 ans,Québec,24,8.2,8.2
2020,Femmes+,35 à 39 ans,Québec,24,7.2,7.2
2020,Femmes+,40 à 44 ans,Québec,24,6.6,6.6
2020,Femmes+,45 à 49 ans,Québec,24,6.5,6.5
2020,Femmes+,50 à 54 ans,Québec,24,7.4,7.4
2020,Femmes+,55 à 59 ans,Québec,24,7.0,7.0
2020,Femmes+,60 à 64 ans,Québec,24,8.9,8.9
2020,Femmes+,65 ans et plus,Québec,24,12.2,12.2
2020,Femmes+,65 à 69 ans,Québec,24,12.4,12.4
2020,Femmes+,70 ans et plus,Québec,24,11.9,11.9
2020,Total - Genre,15 ans et plus,Ontario,35,9.8,9.8
2020,Total - Genre,15 à 24 ans,Ontario,35,22.1,22.1
2020,Total - Genre,25 ans et plus,Ontario,35,7.8,7.8
2020,Total - Genre,25 à 44 ans,Ontario,35,8.6,8.6
2020,Total - Genre,45 à 64 ans,Ontario,35,6.9,6.9
2020,Total - Genre,45 ans et plus,Ontario,35,6.9,6.9
2020,Total - Genre,25 à 54 ans,Ontario,35,7.9,7.9
2020,Total - Genre,55 ans et plus,Ontario,35,7.3,7.3
2020,Total - Genre,15 à 64 ans,Ontario,35,9.9,9.9
2020,Total - Genre,15 à 19 ans,Ontario,35,25.7,25.7
2020,Total - Genre,20 à 24 ans,Ontario,35,20.3,20.3
2020,Total - Genre,25 à 29 ans,Ontario,35,11.7,11.7
2020,Total - Genre,30 à 34 ans,Ontario,35,8.8,8.8
2020,Total - Genre,35 à 39 ans,Ontario,35,7.6,7.6
2020,Total - Genre,40 à 44 ans,Ontario,35,6.1,6.1
2020,Total - Genre,45 à 49 ans,Ontario,35,6.4,6.4
2020,Total - Genre,50 à 54 ans,Ontario,35,6.5,6.5
2020,Total - Genre,55 à 59 ans,Ontario,35,7.0,7.0
2020,Total - Genre,60 à 64 ans,Ontario,35,8.0,8.0
2020,Total - Genre,65 ans et plus,Ontario,35,6.9,6.9
2020,Total - Genre,65 à 69 ans,Ontario,35,8.2,8.2
2020,Total - Genre,70 ans et plus,Ontario,35,4.7,4.7
2020,Hommes+,15 ans et plus,Ontario,35,9.6,9.6
2020,Hommes+,15 à 24 ans,Ontario,35,22.3,22.3
2020,Hommes+,25 ans et plus,Ontario,35,7.6,7.6
2020,Hommes+,25 à 44 ans,Ontario,35,8.6,8.6
2020,Hommes+,45 à 64 ans,Ontario,35,6.6,6.6
2020,Hommes+,45 ans et plus,Ontario,35,6.5,6.5
2020,Hommes+,25 à 54 ans,Ontario,35,7.7,7.7
2020,Hommes+,55 ans et plus,Ontario,35,7.1,7.1
2020,Hommes+,15 à 64 ans,Ontario,35,9.8,9.8
2020,Hommes+,15 à 19 ans,Ontario,35,26.1,26.1
2020,Hommes+,20 à 24 ans,Ontario,35,20.4,20.4
2020,Hommes+,25 à 29 ans,Ontario,35,12.6,12.6
2020,Hommes+,30 à 34 ans,Ontario,35,8.7,8.7
2020,Hommes+,35 à 39 ans,Ontario,35,7.2,7.2
2020,Hommes+,40 à 44 ans,Ontario,35,5.3,5.3
2020,Hommes+,45 à 49 ans,Ontario,35,5.5,5.5
2020,Hommes+,50 à 54 ans,Ontario,35,6.2,6.2
2020,Hommes+,55 à 59 ans,Ontario,35,7.1,7.1
2020,Hommes+,60 à 64 ans,Ontario,35,8.0,8.0
2020,Hommes+,65 ans et plus,Ontario,35,5.9,5.9
2020,Hommes+,65 à 69 ans,Ontario,35,7.1,7.1
2020,Hommes+,70 ans et plus,Ontario,35,4.2,4.2
2020,Femmes+,15 ans et plus,Ontario,35,10.0,10.0
2020,Femmes+,15 à 24 ans,Ontario,35,21.9,21.9
2020,Femmes+,25 ans et plus,Ontario,35,8.0,8.0
2020,Femmes+,25 à 44 ans,Ontario,35,8.7,8.7
2020,Femmes+,45 à 64 ans,Ontario,35,7.2,7.2
2020,Femmes+,45 ans et plus,Ontario,35,7.3,7.3
2020,Femmes+,25 à 54 ans,Ontario,35,8.2,8.2
2020,Femmes+,55 ans et plus,Ontario,35,7.5,7.5
2020,Femmes+,15 à 64 ans,Ontario,35,10.0,10.0
2020,Femmes+,15 à 19 ans,Ontario,35,25.3,25.3
2020,Femmes+,20 à 24 ans,Ontario,35,20.1,20.1
2020,Femmes+,25 à 29 ans,Ontario,35,10.8,10.8
2020,Femmes+,30 à 34 ans,Ontario,35,8.8,8.8
2020,Femmes+,35 à 39 ans,Ontario,35,7.9,7.9
2020,Femmes+,40 à 44 ans,Ontario,35,7.0,7.0
2020,Femmes+,45 à 49 ans,Ontario,35,7.4,7.4
2020,Femmes+,50 à 54 ans,Ontario,35,6.8,6.8
2020,Femmes+,55 à 59 ans,Ontario,35,6.9,6.9
2020,Femmes+,60 à 64 ans,Ontario,35,8.0,8.0
2020,Femmes+,65 ans et plus,Ontario,35,8.5,8.5
2020,Femmes+,65 à 69 ans,Ontario,35,10.0,10.0
2020,Femmes+,70 ans et plus,Ontario,35,5.6,5.6
2020,Total - Genre,15 ans et plus,Manitoba,46,8.1,8.1
2020,Total - Genre,15 à 24 ans,Manitoba,46,16.3,16.3
2020,Total - Genre,25 ans et plus,Manitoba,46,6.6,6.6
2020,Total - Genre,25 à 44 ans,Manitoba,46,7.3,7.3
2020,Total - Genre,45 à 64 ans,Manitoba,46,6.0,6.0
2020,Total - Genre,45 ans et plus,Manitoba,46,5.9,5.9
2020,Total - Genre,25 à 54 ans,Manitoba,46,6.7,6.7
2020,Total - Genre,55 ans et plus,Manitoba,46,6.4,6.4
2020,Total - Genre,15 à 64 ans,Manitoba,46,8.3,8.3
2020,Total - Genre,15 à 19 ans,Manitoba,46,20.1,20.1
2020,Total - Genre,20 à 24 ans,Manitoba,46,14.2,14.2
2020,Total - Genre,25 à 29 ans,Manitoba,46,9.4,9.4
2020,Total - Genre,30 à 34 ans,Manitoba,46,7.0,7.0
2020,Total - Genre,35 à 39 ans,Manitoba,46,6.9,6.9
2020,Total - Genre,40 à 44 ans,Manitoba,46,5.9,5.9
2020,Total - Genre,45 à 49 ans,Manitoba,46,5.9,5.9
2020,Total - Genre,50 à 54 ans,Manitoba,46,5.0,5.0
2020,Total - Genre,55 à 59 ans,Manitoba,46,6.4,6.4
2020,Total - Genre,60 à 64 ans,Manitoba,46,7.0,7.0
2020,Total - Genre,65 ans et plus,Manitoba,46,5.3,5.3
2020,Total - Genre,65 à 69 ans,Manitoba,46,6.1,6.1
2020,Total - Genre,70 ans et plus,Manitoba,46,4.8,4.8
2020,Hommes+,15 ans et plus,Manitoba,46,8.4,8.4
2020,Hommes+,15 à 24 ans,Manitoba,46,18.3,18.3
2020,Hommes+,25 ans et plus,Manitoba,46,6.7,6.7
2020,Hommes+,25 à 44 ans,Manitoba,46,7.5,7.5
2020,Hommes+,45 à 64 ans,Manitoba,46,5.9,5.9
2020,Hommes+,45 ans et plus,Manitoba,46,5.8,5.8
2020,Hommes+,25 à 54 ans,Manitoba,46,6.9,6.9
2020,Hommes+,55 ans et plus,Manitoba,46,5.8,5.8
2020,Hommes+,15 à 64 ans,Manitoba,46,8.6,8.6
2020,Hommes+,15 à 19 ans,Manitoba,46,20.8,20.8
2020,Hommes+,20 à 24 ans,Manitoba,46,16.7,16.7
2020,Hommes+,25 à 29 ans,Manitoba,46,10.6,10.6
2020,Hommes+,30 à 34 ans,Manitoba,46,7.1,7.1
2020,Hommes+,35 à 39 ans,Manitoba,46,6.4,6.4
2020,Hommes+,40 à 44 ans,Manitoba,46,6.0,6.0
2020,Hommes+,45 à 49 ans,Manitoba,46,6.1,6.1
2020,Hommes+,50 à 54 ans,Manitoba,46,5.3,5.3
2020,Hommes+,55 à 59 ans,Manitoba,46,5.6,5.6
2020,Hommes+,60 à 64 ans,Manitoba,46,7.0,7.0
2020,Hommes+,65 ans et plus,Manitoba,46,4.8,4.8
2020,Hommes+,65 à 69 ans,Manitoba,46,,
2020,Hommes+,70 ans et plus,Manitoba,46,,
2020,Femmes+,15 ans et plus,Manitoba,46,7.8,7.8
2020,Femmes+,15 à 24 ans,Manitoba,46,14.2,14.2
2020,Femmes+,25 ans et plus,Manitoba,46,6.6,6.6
2020,Femmes+,25 à 44 ans,Manitoba,46,6.9,6.9
2020,Femmes+,45 à 64 ans,Manitoba,46,6.2,6.2
2020,Femmes+,45 ans et plus,Manitoba,46,6.2,6.2
2020,Femmes+,25 à 54 ans,Manitoba,46,6.4,6.4
2020,Femmes+,55 ans et plus,Manitoba,46,7.0,7.0
2020,Femmes+,15 à 64 ans,Manitoba,46,7.9,7.9
2020,Femmes+,15 à 19 ans,Manitoba,46,19.4,19.4
2020,Femmes+,20 à 24 ans,Manitoba,46,11.1,11.1
2020,Femmes+,25 à 29 ans,Manitoba,46,8.0,8.0
2020,Femmes+,30 à 34 ans,Manitoba,46,6.9,6.9
2020,Femmes+,35 à 39 ans,Manitoba,46,7.5,7.5
2020,Femmes+,40 à 44 ans,Manitoba,46,5.8,5.8
2020,Femmes+,45 à 49 ans,Manitoba,46,5.9,5.9
2020,Femmes+,50 à 54 ans,Manitoba,46,4.6,4.6
2020,Femmes+,55 à 59 ans,Manitoba,46,7.3,7.3
2020,Femmes+,60 à 64 ans,Manitoba,46,7.0,7.0
2020,Femmes+,65 ans et plus,Manitoba,46,6.1,6.1
2020,Femmes+,65 à 69 ans,Manitoba,46,,
2020,Femmes+,70 ans et plus,Manitoba,46,,
2020,Total - Genre,15 ans et plus,Saskatchewan,47,8.3,8.3
2020,Total - Genre,15 à 24 ans,Saskatchewan,47,17.5,17.5
2020,Total - Genre,25 ans et plus,Saskatchewan,47,6.8,6.8
2020,Total - Genre,25 à 44 ans,Saskatchewan,47,7.6,7.6
2020,Total - Genre,45 à 64 ans,Saskatchewan,47,6.1,6.1
2020,Total - Genre,45 ans et plus,Saskatchewan,47,6.0,6.0
2020,Total - Genre,25 à 54 ans,Saskatchewan,47,7.0,7.0
2020,Total - Genre,55 ans et plus,Saskatchewan,47,6.3,6.3
2020,Total - Genre,15 à 64 ans,Saskatchewan,47,8.5,8.5
2020,Total - Genre,15 à 19 ans,Saskatchewan,47,23.1,23.1
2020,Total - Genre,20 à 24 ans,Saskatchewan,47,14.3,14.3
2020,Total - Genre,25 à 29 ans,Saskatchewan,47,9.5,9.5
2020,Total - Genre,30 à 34 ans,Saskatchewan,47,8.5,8.5
2020,Total - Genre,35 à 39 ans,Saskatchewan,47,6.5,6.5
2020,Total - Genre,40 à 44 ans,Saskatchewan,47,5.8,5.8
2020,Total - Genre,45 à 49 ans,Saskatchewan,47,5.6,5.6
2020,Total - Genre,50 à 54 ans,Saskatchewan,47,5.8,5.8
2020,Total - Genre,55 à 59 ans,Saskatchewan,47,5.6,5.6
2020,Total - Genre,60 à 64 ans,Saskatchewan,47,7.8,7.8
2020,Total - Genre,65 ans et plus,Saskatchewan,47,5.5,5.5
2020,Total - Genre,65 à 69 ans,Saskatchewan,47,6.3,6.3
2020,Total - Genre,70 ans et plus,Saskatchewan,47,4.5,4.5
2020,Hommes+,15 ans et plus,Saskatchewan,47,8.7,8.7
2020,Hommes+,15 à 24 ans,Saskatchewan,47,19.0,19.0
2020,Hommes+,25 ans et plus,Saskatchewan,47,7.2,7.2
2020,Hommes+,25 à 44 ans,Saskatchewan,47,8.2,8.2
2020,Hommes+,45 à 64 ans,Saskatchewan,47,6.4,6.4
2020,Hommes+,45 ans et plus,Saskatchewan,47,6.1,6.1
2020,Hommes+,25 à 54 ans,Saskatchewan,47,7.5,7.5
2020,Hommes+,55 ans et plus,Saskatchewan,47,6.1,6.1
2020,Hommes+,15 à 64 ans,Saskatchewan,47,9.0,9.0
2020,Hommes+,15 à 19 ans,Saskatchewan,47,24.7,24.7
2020,Hommes+,20 à 24 ans,Saskatchewan,47,15.5,15.5
2020,Hommes+,25 à 29 ans,Saskatchewan,47,10.5,10.5
2020,Hommes+,30 à 34 ans,Saskatchewan,47,8.2,8.2
2020,Hommes+,35 à 39 ans,Saskatchewan,47,7.6,7.6
2020,Hommes+,40 à 44 ans,Saskatchewan,47,6.4,6.4
2020,Hommes+,45 à 49 ans,Saskatchewan,47,6.0,6.0
2020,Hommes+,50 à 54 ans,Saskatchewan,47,6.0,6.0
2020,Hommes+,55 à 59 ans,Saskatchewan,47,5.3,5.3
2020,Hommes+,60 à 64 ans,Saskatchewan,47,8.4,8.4
2020,Hommes+,65 ans et plus,Saskatchewan,47,4.8,4.8
2020,Hommes+,65 à 69 ans,Saskatchewan,47,,
2020,Hommes+,70 ans et plus,Saskatchewan,47,,
2020,Femmes+,15 ans et plus,Saskatchewan,47,7.8,7.8
2020,Femmes+,15 à 24 ans,Saskatchewan,47,16.0,16.0
2020,Femmes+,25 ans et plus,Saskatchewan,47,6.4,6.4
2020,Femmes+,25 à 44 ans,Saskatchewan,47,6.9,6.9
2020,Femmes+,45 à 64 ans,Saskatchewan,47,5.8,5.8
2020,Femmes+,45 ans et plus,Saskatchewan,47,5.8,5.8
2020,Femmes+,25 à 54 ans,Saskatchewan,47,6.5,6.5
2020,Femmes+,55 ans et plus,Saskatchewan,47,6.3,6.3
2020,Femmes+,15 à 64 ans,Saskatchewan,47,7.9,7.9
2020,Femmes+,15 à 19 ans,Saskatchewan,47,21.4,21.4
2020,Femmes+,20 à 24 ans,Saskatchewan,47,12.6,12.6
2020,Femmes+,25 à 29 ans,Saskatchewan,47,8.4,8.4
2020,Femmes+,30 à 34 ans,Saskatchewan,47,9.1,9.1
2020,Femmes+,35 à 39 ans,Saskatchewan,47,5.6,5.6
2020,Femmes+,40 à 44 ans,Saskatchewan,47,5.2,5.2
2020,Femmes+,45 à 49 ans,Saskatchewan,47,5.2,5.2
2020,Femmes+,50 à 54 ans,Saskatchewan,47,5.3,5.3
2020,Femmes+,55 à 59 ans,Saskatchewan,47,6.0,6.0
2020,Femmes+,60 à 64 ans,Saskatchewan,47,6.6,6.6
2020,Femmes+,65 ans et plus,Saskatchewan,47,6.8,6.8
2020,Femmes+,65 à 69 ans,Saskatchewan,47,,
2020,Femmes+,70 ans et plus,Saskatchewan,47,,
2020,Total - Genre,15 ans et plus,Alberta,48,11.4,11.4
2020,Total - Genre,15 à 24 ans,Alberta,48,24.4,24.4
2020,Total - Genre,25 ans et plus,Alberta,48,9.4,9.4
2020,Total - Genre,25 à 44 ans,Alberta,48,9.5,9.5
2020,Total - Genre,45 à 64 ans,Alberta,48,9.4,9.4
2020,Total - Genre,45 ans et plus,Alberta,48,9.2,9.2
2020,Total - Genre,25 à 54 ans,Alberta,48,9.1,9.1
2020,Total - Genre,55 ans et plus,Alberta,48,10.3,10.3
2020,Total - Genre,15 à 64 ans,Alberta,48,11.6,11.6
2020,Total - Genre,15 à 19 ans,Alberta,48,29.8,29.8
2020,Total - Genre,20 à 24 ans,Alberta,48,21.3,21.3
2020,Total - Genre,25 à 29 ans,Alberta,48,12.1,12.1
2020,Total - Genre,30 à 34 ans,Alberta,48,9.1,9.1
2020,Total - Genre,35 à 39 ans,Alberta,48,9.2,9.2
2020,Total - Genre,40 à 44 ans,Alberta,48,7.9,7.9
2020,Total - Genre,45 à 49 ans,Alberta,48,7.5,7.5
2020,Total - Genre,50 à 54 ans,Alberta,48,8.7,8.7
2020,Total - Genre,55 à 59 ans,Alberta,48,11.1,11.1
2020,Total - Genre,60 à 64 ans,Alberta,48,11.1,11.1
2020,Total - Genre,65 ans et plus,Alberta,48,7.4,7.4
2020,Total - Genre,65 à 69 ans,Alberta,48,9.8,9.8
2020,Total - Genre,70 ans et plus,Alberta,48,3.8,3.8
2020,Hommes+,15 ans et plus,Alberta,48,11.6,11.6
2020,Hommes+,15 à 24 ans,Alberta,48,24.0,24.0
2020,Hommes+,25 ans et plus,Alberta,48,9.8,9.8
2020,Hommes+,25 à 44 ans,Alberta,48,10.1,10.1
2020,Hommes+,45 à 64 ans,Alberta,48,9.6,9.6
2020,Hommes+,45 ans et plus,Alberta,48,9.5,9.5
2020,Hommes+,25 à 54 ans,Alberta,48,9.5,9.5
2020,Hommes+,55 ans et plus,Alberta,48,10.7,10.7
2020,Hommes+,15 à 64 ans,Alberta,48,11.8,11.8
2020,Hommes+,15 à 19 ans,Alberta,48,30.1,30.1
2020,Hommes+,20 à 24 ans,Alberta,48,20.8,20.8
2020,Hommes+,25 à 29 ans,Alberta,48,14.0,14.0
2020,Hommes+,30 à 34 ans,Alberta,48,9.2,9.2
2020,Hommes+,35 à 39 ans,Alberta,48,9.0,9.0
2020,Hommes+,40 à 44 ans,Alberta,48,8.7,8.7
2020,Hommes+,45 à 49 ans,Alberta,48,7.0,7.0
2020,Hommes+,50 à 54 ans,Alberta,48,9.2,9.2
2020,Hommes+,55 à 59 ans,Alberta,48,11.9,11.9
2020,Hommes+,60 à 64 ans,Alberta,48,10.8,10.8
2020,Hommes+,65 ans et plus,Alberta,48,8.4,8.4
2020,Hommes+,65 à 69 ans,Alberta,48,10.8,10.8
2020,Hommes+,70 ans et plus,Alberta,48,,
2020,Femmes+,15 ans et plus,Alberta,48,11.1,11.1
2020,Femmes+,15 à 24 ans,Alberta,48,24.9,24.9
2020,Femmes+,25 ans et plus,Alberta,48,8.9,8.9
2020,Femmes+,25 à 44 ans,Alberta,48,8.9,8.9
2020,Femmes+,45 à 64 ans,Alberta,48,9.2,9.2
2020,Femmes+,45 ans et plus,Alberta,48,8.9,8.9
2020,Femmes+,25 à 54 ans,Alberta,48,8.7,8.7
2020,Femmes+,55 ans et plus,Alberta,48,9.8,9.8
2020,Femmes+,15 à 64 ans,Alberta,48,11.3,11.3
2020,Femmes+,15 à 19 ans,Alberta,48,29.6,29.6
2020,Femmes+,20 à 24 ans,Alberta,48,21.8,21.8
2020,Femmes+,25 à 29 ans,Alberta,48,10.1,10.1
2020,Femmes+,30 à 34 ans,Alberta,48,8.9,8.9
2020,Femmes+,35 à 39 ans,Alberta,48,9.6,9.6
2020,Femmes+,40 à 44 ans,Alberta,48,7.2,7.2
2020,Femmes+,45 à 49 ans,Alberta,48,8.1,8.1
2020,Femmes+,50 à 54 ans,Alberta,48,8.0,8.0
2020,Femmes+,55 à 59 ans,Alberta,48,10.1,10.1
2020,Femmes+,60 à 64 ans,Alberta,48,11.4,11.4
2020,Femmes+,65 ans et plus,Alberta,48,5.7,5.7
2020,Femmes+,65 à 69 ans,Alberta,48,7.9,7.9
2020,Femmes+,70 ans et plus,Alberta,48,,
2020,Total - Genre,15 ans et plus,Colombie-Britannique,59,9.1,9.1
2020,Total - Genre,15 à 24 ans,Colombie-Britannique,59,18.9,18.9
2020,Total - Genre,25 ans et plus,Colombie-Britannique,59,7.6,7.6
2020,Total - Genre,25 à 44 ans,Colombie-Britannique,59,8.1,8.1
2020,Total - Genre,45 à 64 ans,Colombie-Britannique,59,7.1,7.1
2020,Total - Genre,45 ans et plus,Colombie-Britannique,59,7.1,7.1
2020,Total - Genre,25 à 54 ans,Colombie-Britannique,59,7.6,7.6
2020,Total - Genre,55 ans et plus,Colombie-Britannique,59,7.6,7.6
2020,Total - Genre,15 à 64 ans,Colombie-Britannique,59,9.2,9.2
2020,Total - Genre,15 à 19 ans,Colombie-Britannique,59,21.9,21.9
2020,Total - Genre,20 à 24 ans,Colombie-Britannique,59,17.3,17.3
2020,Total - Genre,25 à 29 ans,Colombie-Britannique,59,10.9,10.9
2020,Total - Genre,30 à 34 ans,Colombie-Britannique,59,7.5,7.5
2020,Total - Genre,35 à 39 ans,Colombie-Britannique,59,7.5,7.5
2020,Total - Genre,40 à 44 ans,Colombie-Britannique,59,6.1,6.1
2020,Total - Genre,45 à 49 ans,Colombie-Britannique,59,6.6,6.6
2020,Total - Genre,50 à 54 ans,Colombie-Britannique,59,6.7,6.7
2020,Total - Genre,55 à 59 ans,Colombie-Britannique,59,7.3,7.3
2020,Total - Genre,60 à 64 ans,Colombie-Britannique,59,8.0,8.0
2020,Total - Genre,65 ans et plus,Colombie-Britannique,59,7.5,7.5
2020,Total - Genre,65 à 69 ans,Colombie-Britannique,59,8.9,8.9
2020,Total - Genre,70 ans et plus,Colombie-Britannique,59,5.2,5.2
2020,Hommes+,15 ans et plus,Colombie-Britannique,59,9.2,9.2
2020,Hommes+,15 à 24 ans,Colombie-Britannique,59,19.4,19.4
2020,Hommes+,25 ans et plus,Colombie-Britannique,59,7.6,7.6
2020,Hommes+,25 à 44 ans,Colombie-Britannique,59,8.1,8.1
2020,Hommes+,45 à 64 ans,Colombie-Britannique,59,7.0,7.0
2020,Hommes+,45 ans et plus,Colombie-Britannique,59,7.1,7.1
2020,Hommes+,25 à 54 ans,Colombie-Britannique,59,7.6,7.6
2020,Hommes+,55 ans et plus,Colombie-Britannique,59,7.7,7.7
2020,Hommes+,15 à 64 ans,Colombie-Britannique,59,9.3,9.3
2020,Hommes+,15 à 19 ans,Colombie-Britannique,59,23.0,23.0
2020,Hommes+,20 à 24 ans,Colombie-Britannique,59,17.6,17.6
2020,Hommes+,25 à 29 ans,Colombie-Britannique,59,12.7,12.7
2020,Hommes+,30 à 34 ans,Colombie-Britannique,59,6.7,6.7
2020,Hommes+,35 à 39 ans,Colombie-Britannique,59,6.9,6.9
2020,Hommes+,40 à 44 ans,Colombie-Britannique,59,5.9,5.9
2020,Hommes+,45 à 49 ans,Colombie-Britannique,59,5.8,5.8
2020,Hommes+,50 à 54 ans,Colombie-Britannique,59,7.0,7.0
2020,Hommes+,55 à 59 ans,Colombie-Britannique,59,6.9,6.9
2020,Hommes+,60 à 64 ans,Colombie-Britannique,59,8.9,8.9
2020,Hommes+,65 ans et plus,Colombie-Britannique,59,7.8,7.8
2020,Hommes+,65 à 69 ans,Colombie-Britannique,59,9.8,9.8
2020,Hommes+,70 ans et plus,Colombie-Britannique,59,,
2020,Femmes+,15 ans et plus,Colombie-Britannique,59,9.1,9.1
2020,Femmes+,15 à 24 ans,Colombie-Britannique,59,18.3,18.3
2020,Femmes+,25 ans et plus,Colombie-Britannique,59,7.6,7.6
2020,Femmes+,25 à 44 ans,Colombie-Britannique,59,8.0,8.0
2020,Femmes+,45 à 64 ans,Colombie-Britannique,59,7.1,7.1
2020,Femmes+,45 ans et plus,Colombie-Britannique,59,7.1,7.1
2020,Femmes+,25 à 54 ans,Colombie-Britannique,59,7.7,7.7
2020,Femmes+,55 ans et plus,Colombie-Britannique,59,7.4,7.4
2020,Femmes+,15 à 64 ans,Colombie-Britannique,59,9.2,9.2
2020,Femmes+,15 à 19 ans,Colombie-Britannique,59,20.7,20.7
2020,Femmes+,20 à 24 ans,Colombie-Britannique,59,17.0,17.0
2020,Femmes+,25 à 29 ans,Colombie-Britannique,59,8.9,8.9
