Year,Niveau de sécurité alimentaire du ménage,Géographie,Sexe,Groupe d'âge,Type de famille économique,Minorité visible,Population autochtone,GeoCode,Value
2019,Sécurité alimentaire,Provinces de l'Atlantique,Les deux sexes,18 à 24 ans,,,,,82.8
2019,Insécurité alimentaire,Provinces de l'Atlantique,Les deux sexes,18 à 24 ans,,,,,17.2
2019,Insécurité alimentaire marginale,Provinces de l'Atlantique,Les deux sexes,18 à 24 ans,,,,,5.0
2019,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Les deux sexes,18 à 24 ans,,,,,12.1
2019,Insécurité alimentaire modérée,Provinces de l'Atlantique,Les deux sexes,18 à 24 ans,,,,,6.9
2019,Insécurité alimentaire grave,Provinces de l'Atlantique,Les deux sexes,18 à 24 ans,,,,,5.2
2019,Sécurité alimentaire,Provinces de l'Atlantique,Les deux sexes,25 à 34 ans,,,,,77.6
2019,Insécurité alimentaire,Provinces de l'Atlantique,Les deux sexes,25 à 34 ans,,,,,22.4
2019,Insécurité alimentaire marginale,Provinces de l'Atlantique,Les deux sexes,25 à 34 ans,,,,,8.2
2019,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Les deux sexes,25 à 34 ans,,,,,14.2
2019,Insécurité alimentaire modérée,Provinces de l'Atlantique,Les deux sexes,25 à 34 ans,,,,,8.3
2019,Insécurité alimentaire grave,Provinces de l'Atlantique,Les deux sexes,25 à 34 ans,,,,,5.9
2019,Sécurité alimentaire,Provinces de l'Atlantique,Les deux sexes,35 à 44 ans,,,,,77.1
2019,Insécurité alimentaire,Provinces de l'Atlantique,Les deux sexes,35 à 44 ans,,,,,22.9
2019,Insécurité alimentaire marginale,Provinces de l'Atlantique,Les deux sexes,35 à 44 ans,,,,,6.0
2019,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Les deux sexes,35 à 44 ans,,,,,16.9
2019,Insécurité alimentaire modérée,Provinces de l'Atlantique,Les deux sexes,35 à 44 ans,,,,,12.4
2019,Insécurité alimentaire grave,Provinces de l'Atlantique,Les deux sexes,35 à 44 ans,,,,,4.5
2019,Sécurité alimentaire,Provinces de l'Atlantique,Les deux sexes,45 à 54 ans,,,,,84.3
2019,Insécurité alimentaire,Provinces de l'Atlantique,Les deux sexes,45 à 54 ans,,,,,15.7
2019,Insécurité alimentaire marginale,Provinces de l'Atlantique,Les deux sexes,45 à 54 ans,,,,,4.6
2019,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Les deux sexes,45 à 54 ans,,,,,11.1
2019,Insécurité alimentaire modérée,Provinces de l'Atlantique,Les deux sexes,45 à 54 ans,,,,,7.0
2019,Insécurité alimentaire grave,Provinces de l'Atlantique,Les deux sexes,45 à 54 ans,,,,,4.1
2019,Sécurité alimentaire,Provinces de l'Atlantique,Les deux sexes,55 à 64 ans,,,,,86.6
2019,Insécurité alimentaire,Provinces de l'Atlantique,Les deux sexes,55 à 64 ans,,,,,13.4
2019,Insécurité alimentaire marginale,Provinces de l'Atlantique,Les deux sexes,55 à 64 ans,,,,,4.2
2019,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Les deux sexes,55 à 64 ans,,,,,9.2
2019,Insécurité alimentaire modérée,Provinces de l'Atlantique,Les deux sexes,55 à 64 ans,,,,,5.1
2019,Insécurité alimentaire grave,Provinces de l'Atlantique,Les deux sexes,55 à 64 ans,,,,,4.1
2019,Sécurité alimentaire,Provinces de l'Atlantique,Les deux sexes,65 ans et plus,,,,,90.4
2019,Insécurité alimentaire,Provinces de l'Atlantique,Les deux sexes,65 ans et plus,,,,,9.6
2019,Insécurité alimentaire marginale,Provinces de l'Atlantique,Les deux sexes,65 ans et plus,,,,,3.4
2019,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Les deux sexes,65 ans et plus,,,,,6.2
2019,Insécurité alimentaire modérée,Provinces de l'Atlantique,Les deux sexes,65 ans et plus,,,,,4.9
2019,Insécurité alimentaire grave,Provinces de l'Atlantique,Les deux sexes,65 ans et plus,,,,,1.3
2019,Sécurité alimentaire,Provinces de l'Atlantique,Homme,,Toutes les personnes,,,,82.6
2019,Insécurité alimentaire,Provinces de l'Atlantique,Homme,,Toutes les personnes,,,,17.4
2019,Insécurité alimentaire marginale,Provinces de l'Atlantique,Homme,,Toutes les personnes,,,,5.3
2019,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Homme,,Toutes les personnes,,,,12.1
2019,Insécurité alimentaire modérée,Provinces de l'Atlantique,Homme,,Toutes les personnes,,,,8.0
2019,Insécurité alimentaire grave,Provinces de l'Atlantique,Homme,,Toutes les personnes,,,,4.0
2019,Sécurité alimentaire,Provinces de l'Atlantique,Homme,Moins de 18 ans,,,,,75.7
2019,Insécurité alimentaire,Provinces de l'Atlantique,Homme,Moins de 18 ans,,,,,24.3
2019,Insécurité alimentaire marginale,Provinces de l'Atlantique,Homme,Moins de 18 ans,,,,,7.0
2019,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Homme,Moins de 18 ans,,,,,17.3
2019,Insécurité alimentaire modérée,Provinces de l'Atlantique,Homme,Moins de 18 ans,,,,,13.3
2019,Insécurité alimentaire grave,Provinces de l'Atlantique,Homme,Moins de 18 ans,,,,,4.0
2019,Sécurité alimentaire,Provinces de l'Atlantique,Homme,18 à 64 ans,,,,,82.0
2019,Insécurité alimentaire,Provinces de l'Atlantique,Homme,18 à 64 ans,,,,,18.0
2019,Insécurité alimentaire marginale,Provinces de l'Atlantique,Homme,18 à 64 ans,,,,,5.4
2019,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Homme,18 à 64 ans,,,,,12.6
2019,Insécurité alimentaire modérée,Provinces de l'Atlantique,Homme,18 à 64 ans,,,,,7.6
2019,Insécurité alimentaire grave,Provinces de l'Atlantique,Homme,18 à 64 ans,,,,,5.0
2019,Sécurité alimentaire,Provinces de l'Atlantique,Homme,65 ans et plus,,,,,91.0
2019,Insécurité alimentaire,Provinces de l'Atlantique,Homme,65 ans et plus,,,,,9.0
2019,Insécurité alimentaire marginale,Provinces de l'Atlantique,Homme,65 ans et plus,,,,,3.2
2019,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Homme,65 ans et plus,,,,,5.8
2019,Insécurité alimentaire modérée,Provinces de l'Atlantique,Homme,65 ans et plus,,,,,4.5
2019,Insécurité alimentaire grave,Provinces de l'Atlantique,Homme,65 ans et plus,,,,,1.3
2019,Sécurité alimentaire,Provinces de l'Atlantique,Femme,,Toutes les personnes,,,,82.9
2019,Insécurité alimentaire,Provinces de l'Atlantique,Femme,,Toutes les personnes,,,,17.1
2019,Insécurité alimentaire marginale,Provinces de l'Atlantique,Femme,,Toutes les personnes,,,,5.4
2019,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Femme,,Toutes les personnes,,,,11.7
2019,Insécurité alimentaire modérée,Provinces de l'Atlantique,Femme,,Toutes les personnes,,,,8.1
2019,Insécurité alimentaire grave,Provinces de l'Atlantique,Femme,,Toutes les personnes,,,,3.6
2019,Sécurité alimentaire,Provinces de l'Atlantique,Femme,Moins de 18 ans,,,,,76.5
2019,Insécurité alimentaire,Provinces de l'Atlantique,Femme,Moins de 18 ans,,,,,23.5
2019,Insécurité alimentaire marginale,Provinces de l'Atlantique,Femme,Moins de 18 ans,,,,,7.4
2019,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Femme,Moins de 18 ans,,,,,16.1
2019,Insécurité alimentaire modérée,Provinces de l'Atlantique,Femme,Moins de 18 ans,,,,,12.2
2019,Insécurité alimentaire grave,Provinces de l'Atlantique,Femme,Moins de 18 ans,,,,,3.9
2019,Sécurité alimentaire,Provinces de l'Atlantique,Femme,18 à 64 ans,,,,,82.1
2019,Insécurité alimentaire,Provinces de l'Atlantique,Femme,18 à 64 ans,,,,,17.9
2019,Insécurité alimentaire marginale,Provinces de l'Atlantique,Femme,18 à 64 ans,,,,,5.5
2019,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Femme,18 à 64 ans,,,,,12.4
2019,Insécurité alimentaire modérée,Provinces de l'Atlantique,Femme,18 à 64 ans,,,,,8.0
2019,Insécurité alimentaire grave,Provinces de l'Atlantique,Femme,18 à 64 ans,,,,,4.4
2019,Sécurité alimentaire,Provinces de l'Atlantique,Femme,65 ans et plus,,,,,89.9
2019,Insécurité alimentaire,Provinces de l'Atlantique,Femme,65 ans et plus,,,,,10.1
2019,Insécurité alimentaire marginale,Provinces de l'Atlantique,Femme,65 ans et plus,,,,,3.5
2019,Insécurité alimentaire modérée ou grave,Provinces de l'Atlantique,Femme,65 ans et plus,,,,,6.5
2019,Insécurité alimentaire modérée,Provinces de l'Atlantique,Femme,65 ans et plus,,,,,5.3
2019,Insécurité alimentaire grave,Provinces de l'Atlantique,Femme,65 ans et plus,,,,,1.3
2019,Sécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,Moins de 18 ans,,,,10,74.1
2019,Insécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,Moins de 18 ans,,,,10,25.9
2019,Insécurité alimentaire marginale,Terre-Neuve-et-Labrador,Les deux sexes,Moins de 18 ans,,,,10,7.8
2019,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Les deux sexes,Moins de 18 ans,,,,10,18.0
2019,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Les deux sexes,Moins de 18 ans,,,,10,13.4
2019,Sécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,18 à 64 ans,,,,10,81.9
2019,Insécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,18 à 64 ans,,,,10,18.1
2019,Insécurité alimentaire marginale,Terre-Neuve-et-Labrador,Les deux sexes,18 à 64 ans,,,,10,5.2
2019,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Les deux sexes,18 à 64 ans,,,,10,12.9
2019,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Les deux sexes,18 à 64 ans,,,,10,9.5
2019,Insécurité alimentaire grave,Terre-Neuve-et-Labrador,Les deux sexes,18 à 64 ans,,,,10,3.4
2019,Sécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,18 à 24 ans,,,,10,84.2
2019,Insécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,18 à 24 ans,,,,10,15.8
2019,Sécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,25 à 34 ans,,,,10,78.9
2019,Insécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,25 à 34 ans,,,,10,21.1
2019,Insécurité alimentaire marginale,Terre-Neuve-et-Labrador,Les deux sexes,25 à 34 ans,,,,10,6.4
2019,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Les deux sexes,25 à 34 ans,,,,10,14.7
2019,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Les deux sexes,25 à 34 ans,,,,10,9.6
2019,Sécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,35 à 44 ans,,,,10,73.7
2019,Insécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,35 à 44 ans,,,,10,26.3
2019,Insécurité alimentaire marginale,Terre-Neuve-et-Labrador,Les deux sexes,35 à 44 ans,,,,10,6.3
2019,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Les deux sexes,35 à 44 ans,,,,10,19.9
2019,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Les deux sexes,35 à 44 ans,,,,10,15.3
2019,Insécurité alimentaire grave,Terre-Neuve-et-Labrador,Les deux sexes,35 à 44 ans,,,,10,4.6
2019,Sécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,45 à 54 ans,,,,10,84.0
2019,Insécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,45 à 54 ans,,,,10,16.0
2019,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Les deux sexes,45 à 54 ans,,,,10,11.5
2019,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Les deux sexes,45 à 54 ans,,,,10,9.0
2019,Sécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,55 à 64 ans,,,,10,86.8
2019,Insécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,55 à 64 ans,,,,10,13.2
2019,Insécurité alimentaire marginale,Terre-Neuve-et-Labrador,Les deux sexes,55 à 64 ans,,,,10,4.1
2019,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Les deux sexes,55 à 64 ans,,,,10,9.1
2019,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Les deux sexes,55 à 64 ans,,,,10,6.3
2019,Insécurité alimentaire grave,Terre-Neuve-et-Labrador,Les deux sexes,55 à 64 ans,,,,10,2.8
2019,Sécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,65 ans et plus,,,,10,89.9
2019,Insécurité alimentaire,Terre-Neuve-et-Labrador,Les deux sexes,65 ans et plus,,,,10,10.1
2019,Insécurité alimentaire marginale,Terre-Neuve-et-Labrador,Les deux sexes,65 ans et plus,,,,10,5.2
2019,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Les deux sexes,65 ans et plus,,,,10,4.9
2019,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Les deux sexes,65 ans et plus,,,,10,4.4
2019,Sécurité alimentaire,Terre-Neuve-et-Labrador,Homme,,Toutes les personnes,,,10,82.6
2019,Insécurité alimentaire,Terre-Neuve-et-Labrador,Homme,,Toutes les personnes,,,10,17.4
2019,Insécurité alimentaire marginale,Terre-Neuve-et-Labrador,Homme,,Toutes les personnes,,,10,5.8
2019,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Homme,,Toutes les personnes,,,10,11.5
2019,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Homme,,Toutes les personnes,,,10,8.9
2019,Insécurité alimentaire grave,Terre-Neuve-et-Labrador,Homme,,Toutes les personnes,,,10,2.6
2019,Sécurité alimentaire,Terre-Neuve-et-Labrador,Homme,Moins de 18 ans,,,,10,70.9
2019,Insécurité alimentaire,Terre-Neuve-et-Labrador,Homme,Moins de 18 ans,,,,10,29.1
2019,Insécurité alimentaire marginale,Terre-Neuve-et-Labrador,Homme,Moins de 18 ans,,,,10,8.0
2019,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Homme,Moins de 18 ans,,,,10,21.1
2019,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Homme,Moins de 18 ans,,,,10,16.7
2019,Sécurité alimentaire,Terre-Neuve-et-Labrador,Homme,18 à 64 ans,,,,10,82.7
2019,Insécurité alimentaire,Terre-Neuve-et-Labrador,Homme,18 à 64 ans,,,,10,17.3
2019,Insécurité alimentaire marginale,Terre-Neuve-et-Labrador,Homme,18 à 64 ans,,,,10,5.5
2019,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Homme,18 à 64 ans,,,,10,11.7
2019,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Homme,18 à 64 ans,,,,10,8.9
2019,Insécurité alimentaire grave,Terre-Neuve-et-Labrador,Homme,18 à 64 ans,,,,10,2.8
2019,Sécurité alimentaire,Terre-Neuve-et-Labrador,Homme,65 ans et plus,,,,10,92.0
2019,Insécurité alimentaire,Terre-Neuve-et-Labrador,Homme,65 ans et plus,,,,10,8.0
2019,Insécurité alimentaire marginale,Terre-Neuve-et-Labrador,Homme,65 ans et plus,,,,10,4.8
2019,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Homme,65 ans et plus,,,,10,3.2
2019,Sécurité alimentaire,Terre-Neuve-et-Labrador,Femme,,Toutes les personnes,,,10,82.0
2019,Insécurité alimentaire,Terre-Neuve-et-Labrador,Femme,,Toutes les personnes,,,10,18.0
2019,Insécurité alimentaire marginale,Terre-Neuve-et-Labrador,Femme,,Toutes les personnes,,,10,5.5
2019,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Femme,,Toutes les personnes,,,10,12.5
2019,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Femme,,Toutes les personnes,,,10,9.1
2019,Insécurité alimentaire grave,Terre-Neuve-et-Labrador,Femme,,Toutes les personnes,,,10,3.4
2019,Sécurité alimentaire,Terre-Neuve-et-Labrador,Femme,Moins de 18 ans,,,,10,77.4
2019,Insécurité alimentaire,Terre-Neuve-et-Labrador,Femme,Moins de 18 ans,,,,10,22.6
2019,Insécurité alimentaire marginale,Terre-Neuve-et-Labrador,Femme,Moins de 18 ans,,,,10,7.6
2019,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Femme,Moins de 18 ans,,,,10,14.9
2019,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Femme,Moins de 18 ans,,,,10,9.9
2019,Sécurité alimentaire,Terre-Neuve-et-Labrador,Femme,18 à 64 ans,,,,10,81.0
2019,Insécurité alimentaire,Terre-Neuve-et-Labrador,Femme,18 à 64 ans,,,,10,19.0
2019,Insécurité alimentaire marginale,Terre-Neuve-et-Labrador,Femme,18 à 64 ans,,,,10,4.9
2019,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Femme,18 à 64 ans,,,,10,14.1
2019,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Femme,18 à 64 ans,,,,10,10.0
2019,Insécurité alimentaire grave,Terre-Neuve-et-Labrador,Femme,18 à 64 ans,,,,10,4.0
2019,Sécurité alimentaire,Terre-Neuve-et-Labrador,Femme,65 ans et plus,,,,10,87.9
2019,Insécurité alimentaire,Terre-Neuve-et-Labrador,Femme,65 ans et plus,,,,10,12.1
2019,Insécurité alimentaire marginale,Terre-Neuve-et-Labrador,Femme,65 ans et plus,,,,10,5.6
2019,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Femme,65 ans et plus,,,,10,6.5
2019,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Femme,65 ans et plus,,,,10,6.0
2019,Sécurité alimentaire,Île-du-Prince-Édouard,Les deux sexes,Moins de 18 ans,,,,11,74.2
2019,Insécurité alimentaire,Île-du-Prince-Édouard,Les deux sexes,Moins de 18 ans,,,,11,25.8
2019,Insécurité alimentaire marginale,Île-du-Prince-Édouard,Les deux sexes,Moins de 18 ans,,,,11,7.3
2019,Insécurité alimentaire modérée ou grave,Île-du-Prince-Édouard,Les deux sexes,Moins de 18 ans,,,,11,18.6
2019,Insécurité alimentaire modérée,Île-du-Prince-Édouard,Les deux sexes,Moins de 18 ans,,,,11,12.4
2019,Insécurité alimentaire grave,Île-du-Prince-Édouard,Les deux sexes,Moins de 18 ans,,,,11,6.2
2019,Sécurité alimentaire,Île-du-Prince-Édouard,Les deux sexes,18 à 64 ans,,,,11,80.9
2019,Insécurité alimentaire,Île-du-Prince-Édouard,Les deux sexes,18 à 64 ans,,,,11,19.1
2019,Insécurité alimentaire marginale,Île-du-Prince-Édouard,Les deux sexes,18 à 64 ans,,,,11,5.9
2019,Insécurité alimentaire modérée ou grave,Île-du-Prince-Édouard,Les deux sexes,18 à 64 ans,,,,11,13.3
2019,Insécurité alimentaire modérée,Île-du-Prince-Édouard,Les deux sexes,18 à 64 ans,,,,11,8.3
2019,Insécurité alimentaire grave,Île-du-Prince-Édouard,Les deux sexes,18 à 64 ans,,,,11,5.0
2019,Sécurité alimentaire,Île-du-Prince-Édouard,Les deux sexes,18 à 24 ans,,,,11,81.7
2019,Insécurité alimentaire,Île-du-Prince-Édouard,Les deux sexes,18 à 24 ans,,,,11,18.3
2019,Insécurité alimentaire marginale,Île-du-Prince-Édouard,Les deux sexes,18 à 24 ans,,,,11,9.5
2019,Sécurité alimentaire,Île-du-Prince-Édouard,Les deux sexes,25 à 34 ans,,,,11,76.6
2019,Insécurité alimentaire,Île-du-Prince-Édouard,Les deux sexes,25 à 34 ans,,,,11,23.4
2019,Insécurité alimentaire marginale,Île-du-Prince-Édouard,Les deux sexes,25 à 34 ans,,,,11,8.0
2019,Insécurité alimentaire modérée ou grave,Île-du-Prince-Édouard,Les deux sexes,25 à 34 ans,,,,11,15.4
2019,Insécurité alimentaire modérée,Île-du-Prince-Édouard,Les deux sexes,25 à 34 ans,,,,11,8.5
2019,Insécurité alimentaire grave,Île-du-Prince-Édouard,Les deux sexes,25 à 34 ans,,,,11,6.8
2019,Sécurité alimentaire,Île-du-Prince-Édouard,Les deux sexes,35 à 44 ans,,,,11,75.9
2019,Insécurité alimentaire,Île-du-Prince-Édouard,Les deux sexes,35 à 44 ans,,,,11,24.1
2019,Insécurité alimentaire modérée ou grave,Île-du-Prince-Édouard,Les deux sexes,35 à 44 ans,,,,11,18.3
2019,Insécurité alimentaire modérée,Île-du-Prince-Édouard,Les deux sexes,35 à 44 ans,,,,11,10.6
2019,Insécurité alimentaire grave,Île-du-Prince-Édouard,Les deux sexes,35 à 44 ans,,,,11,7.7
2019,Sécurité alimentaire,Île-du-Prince-Édouard,Les deux sexes,45 à 54 ans,,,,11,81.6
2019,Insécurité alimentaire,Île-du-Prince-Édouard,Les deux sexes,45 à 54 ans,,,,11,18.4
2019,Insécurité alimentaire marginale,Île-du-Prince-Édouard,Les deux sexes,45 à 54 ans,,,,11,5.2
2019,Insécurité alimentaire modérée ou grave,Île-du-Prince-Édouard,Les deux sexes,45 à 54 ans,,,,11,13.1
2019,Insécurité alimentaire modérée,Île-du-Prince-Édouard,Les deux sexes,45 à 54 ans,,,,11,8.2
2019,Sécurité alimentaire,Île-du-Prince-Édouard,Les deux sexes,55 à 64 ans,,,,11,87.1
2019,Insécurité alimentaire,Île-du-Prince-Édouard,Les deux sexes,55 à 64 ans,,,,11,12.9
2019,Insécurité alimentaire modérée ou grave,Île-du-Prince-Édouard,Les deux sexes,55 à 64 ans,,,,11,10.4
2019,Insécurité alimentaire modérée,Île-du-Prince-Édouard,Les deux sexes,55 à 64 ans,,,,11,8.2
2019,Sécurité alimentaire,Île-du-Prince-Édouard,Les deux sexes,65 ans et plus,,,,11,90.0
2019,Insécurité alimentaire,Île-du-Prince-Édouard,Les deux sexes,65 ans et plus,,,,11,10.0
2019,Insécurité alimentaire modérée ou grave,Île-du-Prince-Édouard,Les deux sexes,65 ans et plus,,,,11,8.0
